seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,bbox_area_km2,convex_hull_km2,mean_pd_hav_m,mean_nn_pickup_m,compute_time_per_task_ms,compute_time_per_decision_us,pairing_violations,capacity_violations,actor_loss,critic_loss,entropy,adv_std,n_experiences,completion_per_accepted,unfinished_accept_rate,mean_congestion_at_decision,n_ghost_active_mean,congestion_profile,agent_completed_gini,agent_completed_std,mean_imp_accepted,mean_imp_refused,accept_rate_high_cong,accept_rate_low_cong,mean_extra_steps_per_task,peak_congestion,mean_overlap_edges,congestion_variance,route_congestion_exposure,max_agent_completed,min_agent_completed,total_fleet_distance_m,mean_agents_offered_per_task,mean_recall_rounds_per_task,mean_candidates_scored_per_task,value_throughput_rate,mean_completion_value,value_loss_to_refusal,mean_bpr_along_route,time_lost_to_congestion_steps,n_traversals_in_jam,marginal_cost_ratio_vs_oracle,rmca_relative_regret,rmca_marginal_cost_k1,rmca_marginal_cost_k2,mean_allocation_time_us,mean_tam_dijkstra_steps,path_compute_time_ms,mean_pure_alloc_time_ms,wallclock_ms
44,20,Tokyo_Small,eval_normal_wave,FaithfulMAPPER,3600,6,81,58,0.7160,1.0000,0.0000,723.0345,723.0345,0.1740,4.6555,325.7321,426.8429,1051.7311,0.6458,29.0533,26.5659,830.9788,249.0288,74.1975,12366.2549,0,0,0.0000,0.0000,0.0000,0.0000,0,0.7160,0.2840,4.7127,1125.4863,wave,0.4456,0.8882,1.2356,0.0000,1.0000,0.0000,115.3859,28,937.8939,0.3644,0.7514,5,0,61000.4023,4.2963,0.0000,4.2963,0.7062,0.4840,0.0000,4.7345,64597.9102,24,1.0000,0.0000,0.0000,0.0000,54077.4805,3.5062,2704.4741,0.0000,6010
44,21,Tokyo_Small,eval_normal_wave,FaithfulMAPPER,3600,6,79,68,0.8608,1.0000,0.0000,691.1323,0.0000,0.1576,4.6544,348.8235,378.3108,908.7198,0.5210,27.5240,24.8454,722.9757,270.2626,55.8987,9316.4561,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8608,0.1392,4.6878,1125.4863,wave,0.3411,0.6658,1.2479,0.0000,1.0000,0.0000,167.0795,28,937.6934,0.3677,0.7623,4,0,61792.9492,4.3291,0.0000,4.3291,0.7829,0.4206,0.0000,2.3202,22703.3848,22,1.0000,0.0000,0.0000,0.0000,34788.8867,3.6582,1371.0551,0.0000,4416
44,22,Tokyo_Small,eval_normal_ramp,FaithfulMAPPER,3600,6,99,82,0.8283,1.0000,0.0000,574.6829,287.3415,0.3504,4.3258,276.7284,298.5761,1146.5476,0.8286,28.4555,26.6666,833.8855,246.1933,71.0202,11836.7002,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8283,0.1717,4.3141,618.6302,ramp_up_down,0.2584,0.4798,1.3009,0.0000,1.0000,0.0000,47.4189,24,550.1859,0.3065,0.3546,3,0,94016.9062,4.4444,0.0000,4.4444,0.8540,0.5417,0.0000,1.7561,15688.3730,17,1.1816,0.0000,0.0000,0.0000,58543.9102,3.6061,4352.9141,0.0000,7031
44,23,Tokyo_Small,eval_normal_ramp,FaithfulMAPPER,3600,6,114,83,0.7281,1.0000,0.0000,508.5663,508.5663,0.2418,4.3237,276.3976,252.5474,1041.5966,0.7537,28.7345,26.8039,822.0781,246.4431,50.0088,8334.7949,0,0,0.0000,0.0000,0.0000,0.0000,0,0.7281,0.2719,4.3461,618.6302,ramp_up_down,0.3635,0.6759,1.3063,0.0000,1.0000,0.0000,68.0783,28,550.9233,0.3041,0.5550,4,0,86452.5156,4.2982,0.0000,4.2982,0.7626,0.5624,0.0000,2.7037,41135.9805,22,1.0086,0.0000,0.0000,0.0000,38955.9297,3.4825,3155.4500,0.0000,5701
44,24,Tokyo_Small,eval_stress_shock,FaithfulMAPPER,3600,5,159,131,0.8239,1.0000,0.0000,545.5267,272.7634,0.4479,4.1676,268.8702,280.2703,1030.8080,0.7668,29.2357,23.8651,845.3345,63.6928,50.5975,8432.9141,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8239,0.1761,4.1146,513.2000,shock_burst,0.3151,0.5862,1.2170,0.0000,1.0000,0.0000,62.7086,24,439.5156,0.4848,0.4107,7,0,135035.8438,4.1824,0.0000,4.1824,0.7747,0.4798,0.0000,1.8607,36539.2266,27,1.0560,0.0000,0.0000,0.0000,42619.6719,3.4403,2987.3821,0.0000,8045
44,25,Tokyo_Small,eval_stress_shock,FaithfulMAPPER,3600,5,183,150,0.8197,1.0000,0.0000,525.9133,262.9567,0.4097,4.1562,266.4867,274.1369,991.5479,0.7442,27.9039,25.2283,778.5887,41.4835,56.8470,9474.4990,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8197,0.1803,4.1752,513.2000,shock_burst,0.2545,0.4600,1.2249,0.0000,1.0000,0.0000,68.1771,24,440.6672,0.4888,0.4050,5,0,148732.1875,4.2350,0.0000,4.2350,0.7799,0.4577,0.0000,1.8077,30959.8262,24,1.0209,0.0000,0.0000,0.0000,49206.7305,3.2842,5308.6958,0.0000,10403
44,26,Tokyo_Small,eval_stress_buildup,FaithfulMAPPER,3600,4,224,159,0.7098,1.0000,0.0000,646.3900,323.1950,0.5614,4.4649,288.5723,384.1813,1005.1990,0.6967,29.0975,26.2781,764.4222,34.1191,101.5000,16916.6660,0,0,0.0000,0.0000,0.0000,0.0000,0,0.7098,0.2902,4.4440,883.7547,building_up,0.2578,0.4765,1.3037,0.0000,1.0000,0.0000,87.5325,28,765.9403,0.3636,0.5313,7,0,159826.6406,4.1116,0.0000,4.1116,0.6568,0.4431,0.0000,2.1260,70748.2344,52,1.2987,0.0000,0.0000,0.0000,90885.1719,3.4732,8787.7988,0.0000,22736
44,27,Tokyo_Small,eval_stress_buildup,FaithfulMAPPER,3600,4,222,169,0.7613,1.0000,0.0000,636.1479,636.1479,0.4897,4.4542,303.5844,362.2818,949.4598,0.6255,28.8960,25.2226,751.9205,24.8067,107.3784,17896.3965,0,0,0.0000,0.0000,0.0000,0.0000,0,0.7613,0.2387,4.3977,883.7547,building_up,0.2583,0.4696,1.2065,0.0000,1.0000,0.0000,113.6924,28,767.8333,0.3667,0.5480,6,0,160458.7031,4.1081,0.0000,4.1081,0.7158,0.4501,0.0000,2.5811,69111.1406,51,1.0853,0.0000,0.0000,0.0000,95185.8984,3.6351,9413.1826,0.0000,23838
44,28,Tokyo_Small,eval_over_fleet,FaithfulMAPPER,3600,60,44,29,0.6591,1.0000,0.0000,529.7586,75.6798,0.1324,4.6682,292.0000,336.4102,1027.1058,0.7035,26.8000,23.2812,914.8398,345.0008,167.8409,27973.4844,0,0,0.0000,0.0000,0.0000,0.0000,0,0.6591,0.3409,4.7468,1125.4863,wave,0.4386,0.8439,1.1947,0.0000,1.0000,0.0000,86.5788,28,934.6225,0.3603,0.7899,3,0,29786.0684,4.4318,0.0000,4.4318,0.5187,0.4536,0.0000,3.9150,19157.1562,19,2.1829,0.0000,0.0000,0.0000,99831.0938,3.4091,3463.9241,0.0000,7385
44,29,Tokyo_Small,eval_over_fleet,FaithfulMAPPER,3600,60,56,39,0.6964,1.0000,0.0000,674.6154,61.3287,0.1967,4.6639,328.7436,338.2400,1100.2731,0.6694,28.2711,23.8219,791.4982,336.5012,127.6964,21282.7383,0,0,0.0000,0.0000,0.0000,0.0000,0,0.6964,0.3036,4.6751,1125.4863,wave,0.3519,0.7064,1.2157,0.0000,1.0000,0.0000,108.6890,28,935.8655,0.3603,0.8300,3,0,42910.6523,4.3214,0.0000,4.3214,0.6962,0.4515,0.0000,4.7403,31373.0059,23,4.4825,0.0000,0.0000,0.0000,99561.3594,3.5714,4670.4312,0.0000,7151
