seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,bbox_area_km2,convex_hull_km2,mean_pd_hav_m,mean_nn_pickup_m,compute_time_per_task_ms,compute_time_per_decision_us,pairing_violations,capacity_violations,actor_loss,critic_loss,entropy,adv_std,n_experiences,completion_per_accepted,unfinished_accept_rate,mean_congestion_at_decision,n_ghost_active_mean,congestion_profile,agent_completed_gini,agent_completed_std,mean_imp_accepted,mean_imp_refused,accept_rate_high_cong,accept_rate_low_cong,mean_extra_steps_per_task,peak_congestion,mean_overlap_edges,congestion_variance,route_congestion_exposure,max_agent_completed,min_agent_completed,total_fleet_distance_m,mean_agents_offered_per_task,mean_recall_rounds_per_task,mean_candidates_scored_per_task,value_throughput_rate,mean_completion_value,value_loss_to_refusal,mean_bpr_along_route,time_lost_to_congestion_steps,n_traversals_in_jam,marginal_cost_ratio_vs_oracle,rmca_relative_regret,rmca_marginal_cost_k1,rmca_marginal_cost_k2,mean_allocation_time_us,mean_tam_dijkstra_steps,path_compute_time_ms,mean_pure_alloc_time_ms,wallclock_ms
42,6,Tokyo_Small,train,MAPPO,3600,10,85,78,0.9176,1.0000,0.0000,556.3461,139.0865,0.4097,3.0760,258.3974,298.4146,1070.4622,0.8285,29.1865,25.9924,784.4854,260.9364,384.3529,38435.2930,0,0,-0.0134,0.1609,0.5924,0.0961,289,0.9176,0.0824,3.0735,1676.2023,uniform,0.2812,0.5025,1.6528,0.0000,1.0000,0.0000,44.3050,14,1312.8680,0.0326,1.2135,5,1,83496.0547,3.4000,0.0000,3.4000,0.9654,0.8757,0.0000,1.3317,6456.8496,60,1.3578,0.0000,0.0000,0.0000,310324.1875,5.4471,17035.1992,109.9116,32670
42,7,Tokyo_Medium,train,IPPO,3600,20,159,128,0.8050,1.0000,0.0000,919.8984,91.9898,0.5435,3.0767,575.5547,411.4460,2290.8154,0.7960,56.1455,53.7834,1876.2156,276.1286,1654.8617,82743.0859,0,0,-0.0002,0.2452,0.6929,0.2052,589,0.8050,0.1950,3.0828,3352.8572,uniform,0.2423,0.4422,1.6757,0.0000,1.0000,0.0000,117.3916,14,2638.9473,0.0230,0.8842,4,0,293224.3750,3.7044,0.0000,3.7044,0.8184,1.9935,0.0000,1.2758,12632.2930,91,1.2641,0.0000,0.0000,0.0000,1457518.0000,24.3648,211965.6406,124.4030,263123
42,7,Tokyo_Medium,train,MAPPER,3600,20,159,116,0.7296,1.0000,0.0000,984.6724,89.5157,0.5995,3.0734,527.1810,565.9291,2281.2810,0.8655,56.1455,53.7834,1876.2156,276.1286,1230.4591,61522.9570,0,0,-0.0045,0.3138,0.6814,0.0988,592,0.7296,0.2704,3.0791,3352.8572,uniform,0.2141,0.4102,1.6757,0.0000,1.0000,0.0000,70.9248,14,2638.7432,0.0231,1.0379,4,0,264628.5938,3.7233,0.0000,3.7233,0.7696,2.0687,0.0000,1.3684,18687.3633,133,1.6573,0.0000,0.0000,0.0000,1115437.2500,21.9623,148886.6250,179.0461,195643
42,7,Tokyo_Medium,train,MAPPO,3600,20,159,116,0.7296,1.0000,0.0000,975.4224,75.0325,0.6653,3.0733,543.4914,498.5191,2317.5151,0.8528,56.1455,53.7834,1876.2156,276.1286,966.6541,48332.7031,0,0,-0.0100,0.2989,0.5032,0.1279,605,0.7296,0.2704,3.0787,3352.8572,uniform,0.2560,0.4709,1.6757,0.0000,1.0000,0.0000,79.9884,14,2638.9299,0.0227,1.1344,4,0,268831.7500,3.8050,0.0000,3.8050,0.7377,1.9830,0.0000,1.3604,22026.3457,166,1.6259,0.0000,0.0000,0.0000,852111.3125,26.4969,92823.4297,268.3179,153698
42,8,LosAngeles_Small,train,IPPO,3600,10,86,77,0.8953,1.0000,0.0000,615.4026,123.0805,0.5443,3.0985,293.8831,336.4706,1242.6868,0.8457,23.6966,22.1037,973.3262,275.4920,679.0117,67901.1641,0,0,-0.0003,0.0914,0.6929,0.1214,326,0.8953,0.1047,3.1047,1677.0139,uniform,0.2463,0.4463,1.6601,0.0000,1.0000,0.0000,45.3458,14,1312.5436,0.0475,1.0522,5,0,95686.8828,3.7907,0.0000,3.7907,0.8777,0.9745,0.0000,1.3522,8768.8213,57,2.1472,0.0000,0.0000,0.0000,541722.0625,23.9651,37659.7695,103.8194,58395
42,8,LosAngeles_Small,train,MAPPER,3600,10,86,76,0.8837,1.0000,0.0000,648.1316,162.0329,0.4620,3.0965,286.9474,400.1829,1192.2238,0.8310,23.6966,22.1037,973.3262,275.4920,473.1279,47312.7891,0,0,-0.0047,0.2116,0.6674,0.0673,310,0.8837,0.1163,3.1026,1677.0139,uniform,0.1798,0.3339,1.6601,0.0000,1.0000,0.0000,48.5026,14,1312.5586,0.0460,1.2426,4,1,90609.0000,3.6047,0.0000,3.6047,0.8661,0.9742,0.0000,1.4354,10079.6006,76,1.6025,0.0000,0.0000,0.0000,394257.1250,10.6977,23621.8965,119.5851,40689
42,8,LosAngeles_Small,train,MAPPO,3600,10,86,79,0.9186,1.0000,0.0000,663.4937,132.6987,0.5909,3.0953,287.3038,401.6667,1225.2439,0.8529,23.6966,22.1037,973.3262,275.4920,392.8605,39286.0469,0,0,-0.0121,0.1367,0.4432,0.0851,316,0.9186,0.0814,3.1016,1677.0139,uniform,0.2004,0.3731,1.6601,0.0000,1.0000,0.0000,42.2550,14,1312.6019,0.0482,1.1880,4,0,96794.2734,3.6744,0.0000,3.6744,0.8725,0.9441,0.0000,1.4808,11883.9570,74,1.4897,0.0000,0.0000,0.0000,308165.1250,7.9767,14886.3848,135.0686,33786
42,9,LosAngeles_Medium,train,IPPO,3600,20,159,135,0.8491,1.0000,0.0000,927.0519,92.7052,0.5279,3.0910,583.4148,375.7987,2443.1252,0.8375,47.4464,43.1078,1909.2744,259.1607,1373.6478,68682.3906,0,0,-0.0002,0.2027,0.6928,0.1736,626,0.8491,0.1509,3.0874,3352.7056,uniform,0.2144,0.3944,1.8334,0.0000,1.0000,0.0000,94.7897,20,2599.1541,0.0296,0.8680,4,1,329821.9062,3.9371,0.0000,3.9371,0.8627,2.2708,0.0000,1.3102,14242.2930,105,1.2344,0.0000,0.0000,0.0000,1172666.1250,31.1761,167261.7656,120.7074,218410
42,9,LosAngeles_Medium,train,MAPPER,3600,20,159,118,0.7421,1.0000,0.0000,995.8305,90.5300,0.5773,3.0903,579.3813,471.1567,2441.4438,0.8428,47.4464,43.1078,1909.2744,259.1607,1095.2327,54761.6367,0,0,-0.0043,0.2266,0.6623,0.1077,627,0.7421,0.2579,3.0867,3352.7056,uniform,0.1937,0.3869,1.8334,0.0000,1.0000,0.0000,91.0926,20,2599.0391,0.0292,1.0675,4,0,288090.3750,3.9434,0.0000,3.9434,0.7321,2.2048,0.0000,1.4870,20105.4375,148,1.5812,0.0000,0.0000,0.0000,978623.5000,17.0440,131142.6250,153.8289,174142
42,9,LosAngeles_Medium,train,MAPPO,3600,20,159,124,0.7799,1.0000,0.0000,987.5081,75.9622,0.6963,3.0877,570.9194,461.6357,2458.6016,0.8613,47.4464,43.1078,1909.2744,259.1607,906.0063,45300.3164,0,0,-0.0080,0.2433,0.3471,0.1117,614,0.7799,0.2201,3.0844,3352.7056,uniform,0.1906,0.3734,1.8334,0.0000,1.0000,0.0000,79.1991,20,2599.2214,0.0295,1.1041,4,0,304866.5938,3.8616,0.0000,3.8616,0.7808,2.2374,0.0000,1.6601,30473.3672,162,1.7476,0.0000,0.0000,0.0000,785590.2500,23.6981,93152.4297,199.7275,144055
42,10,Paris_Small,train,IPPO,3600,10,94,87,0.9255,1.0000,0.0000,483.2069,161.0690,0.3396,3.0360,253.9310,243.2967,1052.7510,0.8292,23.8265,22.0634,860.6082,234.6201,996.0213,99602.1250,0,0,-0.0002,0.1145,0.6927,0.1265,324,0.9255,0.0745,3.0398,1675.3453,uniform,0.2586,0.4741,1.6604,0.0000,1.0000,0.0000,43.3808,13,1329.5331,0.0394,0.9106,6,0,91589.3359,3.4468,0.0000,3.4468,0.9405,0.9436,0.0000,1.1392,2601.0903,28,1.1302,0.0000,0.0000,0.0000,807785.3750,20.4574,62026.0312,147.9357,93626
42,10,Paris_Small,train,MAPPER,3600,10,94,80,0.8511,1.0000,0.0000,602.5875,120.5175,0.5038,3.0329,248.7250,357.1463,1046.2443,0.8413,23.8265,22.0634,860.6082,234.6201,883.2128,88321.2734,0,0,-0.0026,0.2793,0.6313,0.0692,358,0.8511,0.1489,3.0363,1675.3453,uniform,0.1914,0.3518,1.6604,0.0000,1.0000,0.0000,39.4762,13,1329.6842,0.0393,1.1390,4,1,83699.5391,3.8085,0.0000,3.8085,0.8792,0.9593,0.0000,1.4348,8652.9941,51,1.3893,0.0000,0.0000,0.0000,790207.7500,17.1702,53166.8438,224.6046,83022
