source,method,city,scenario,episode,n_agents,total_steps,tasks_appeared,tasks_completed,throughput_rate,accept_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,mean_extra_steps_per_task,peak_load,congestion_variance,mean_bpr_along_route,n_traversals_in_jam,route_congestion_exposure,total_fleet_distance_m,agent_completed_gini,agent_completed_std,n_ghost_active_mean,mean_congestion_at_decision,wallclock_ms,compute_time_per_task_ms,compute_time_per_decision_us,capacity_violations,pairing_violations
HAPC,HybridAdaptivePredictive,Kyoto_Small,over_fleet,0,60,3600,57,48,0.842105,1,422.875,7.04792,0.129102,4.61676,290.792,215.854,1069.14,0,0,24,0.161573,1,0,0,82646.9,0.244949,0.563656,631.469,0,287031,5035.53,4.91437e+06,0,0
HAPC,HybridAdaptivePredictive,Kyoto_Small,over_fleet,1,60,3600,48,42,0.875,1,537.524,8.95873,0.130972,4.63369,314.214,276.69,1024.84,0,0,24,0.139569,1,0,0,72555.2,0.186147,0.589015,631.469,0,297034,6188.06,6.06891e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_wave,0,6,3600,100,24,0.24,1,1514.21,252.368,0.973333,4.6405,577.458,1354.33,1131.11,0,0,28,0.150529,1,0,0,63914.6,0.180556,0.322749,944.367,0,505039,4934.58,4.77455e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_wave,1,6,3600,107,19,0.17757,1,1091.53,181.921,0.924444,4.65218,439.579,1605.37,832.154,0,0,28,0.136031,1,0,0,46191.5,0.342105,0.616037,944.367,0,438959,4102.34,3.95929e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_ramp,0,6,3600,99,34,0.343434,1,898.118,149.686,0.871759,4.32206,343.294,708.676,837.839,0,0,24,0.0969095,1,0,0,64483.6,0.196078,0.348005,519.094,0,614184,6203.79,6.04699e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_ramp,1,6,3600,119,37,0.310924,1,960.676,160.113,0.890324,4.31742,439,1022.38,939.236,0,0,24,0.0976184,1,0,0,76138.9,0.184685,0.342935,519.094,0,766048,6437.31,6.29165e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_shock,0,5,3600,191,56,0.293194,1,1107.04,221.407,0.962389,4.18922,406.536,1023.38,875.899,0,0,28,0.225629,1,0,0,67598.7,0.128571,0.248721,430,0,1108587,5804.07,5.72862e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_shock,1,5,3600,156,51,0.326923,1,1080.08,216.016,0.973667,4.18376,246.863,1464.82,755.923,0,0,24,0.225051,1,0,0,61797.5,0.227451,0.435806,430,0,864661,5542.65,5.46314e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_buildup,0,4,3600,234,52,0.222222,1,1097.9,274.476,0.977917,4.4877,338.904,1271.62,682.488,0,0,28,0.129529,1,0,0,52955.5,0.173077,0.312463,741.544,0,894411,3822.23,3.7581e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_buildup,1,4,3600,198,46,0.232323,1,1276.61,319.152,0.974097,4.49839,359.5,1020.7,772.049,0,0,24,0.126499,1,0,0,42742.3,0.228261,0.414756,741.544,0,800791,4044.35,3.97973e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,over_fleet,0,60,3600,53,45,0.849057,1,587.889,9.79815,0.139819,4.64262,378.689,295.689,1121.55,0,0,28,0.142387,1,0,0,80711.6,0.299588,0.69282,944.367,0,749000,14131.9,1.39225e+07,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,over_fleet,1,60,3600,54,47,0.87037,1,450.34,7.50567,0.131579,4.6441,295.851,195.468,957.152,0,0,28,0.136419,1,0,0,75338,0.21742,0.449838,944.367,0,626502,11601.7,1.14059e+07,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,normal_wave,0,6,3600,130,31,0.238462,1,1187.52,197.919,0.93625,4.64948,415.581,1475.39,702.012,0,0,28,0.142808,1,0,0,61100.6,0.284946,0.504919,1191.7,0,823413,6155.6,5.98014e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,normal_wave,1,6,3600,99,25,0.252525,1,1135.32,189.22,0.879722,4.65583,261.64,1018.4,756.217,0,0,28,0.134837,1,0,0,54294.7,0.433333,0.812896,1191.7,0,554054,5596.4,5.41466e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,normal_ramp,0,6,3600,102,31,0.303922,1,937.484,156.247,0.938148,4.32094,285.065,1017.71,746.195,0,0,28,0.098242,1,0,0,75294.2,0.231183,0.409309,655.015,0,668905,6557.79,6.35732e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,normal_ramp,1,6,3600,99,35,0.353535,1,849.514,141.586,0.904769,4.32841,388.771,682.371,836.771,0,0,24,0.100072,1,0,0,56217.3,0.171429,0.325764,655.015,0,582696,5885.71,5.70035e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,stress_shock,0,5,3600,135,53,0.392593,1,1131.21,226.242,0.950278,4.22376,243.755,1222.98,661.917,0,0,24,0.196372,1,0,0,61375.6,0.158491,0.295932,543.2,0,865553,6411.43,6.30898e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,stress_shock,1,5,3600,165,47,0.284848,1,1131.72,226.345,0.972444,4.21102,374.617,977,734.123,0,0,24,0.211911,1,0,0,54207.3,0.314894,0.615184,543.2,0,843639,5112.9,5.01188e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,stress_buildup,0,4,3600,192,42,0.21875,1,1229.17,307.292,0.981111,4.49267,494.81,1112.5,961.454,0,0,24,0.129997,1,0,0,51772.6,0.107143,0.207567,935.74,0,825880,4301.4,4.21708e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,stress_buildup,1,4,3600,248,29,0.116935,1,996.862,249.216,0.983819,4.49452,267.034,1289.52,718.757,0,0,24,0.128221,1,0,0,42476.5,0.0775862,0.150307,935.74,0,965977,3895.02,3.81572e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,over_fleet,0,60,3600,49,43,0.877551,1,457.116,7.6186,0.104111,4.65531,284.628,201.465,903.585,0,0,36,0.135579,1,0,0,65113.1,0.238974,0.549349,1191.7,0,705547,14398.7,1.41561e+07,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,over_fleet,1,60,3600,54,39,0.722222,1,506.538,8.44231,0.129231,4.64431,360.667,213.513,1091.07,0,0,24,0.14903,1,0,0,73282.3,0.163772,0.402164,1191.7,0,646135,11965.3,1.17297e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,normal_wave,0,6,3600,107,31,0.28972,1,1041.97,173.661,0.981806,4.659,424.613,906.258,763.588,0,0,28,0.136967,1,0,0,54706.9,0.306452,0.574338,1812.08,0,1370097,12480.9,1.21431e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,normal_wave,1,6,3600,93,29,0.311828,1,1214.34,202.391,0.918009,4.65933,551.276,1120.76,772.643,0,0,28,0.134765,1,0,0,50451.9,0.155172,0.278009,1812.08,0,1206206,12969.8,1.26366e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,normal_ramp,0,6,3600,92,41,0.445652,1,979.073,163.179,0.919074,4.3404,336.366,786.024,759.707,0,0,28,0.0901421,1,0,0,71985.6,0.142276,0.259272,995.954,0,1349045,14663.4,1.43083e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,normal_ramp,1,6,3600,95,45,0.473684,1,1029.62,171.604,0.93162,4.33286,371.2,941.244,790.437,0,0,24,0.0946684,1,0,0,73646.1,0.218519,0.398144,995.954,0,1604077,16884.8,1.65088e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,stress_shock,0,5,3600,144,58,0.402778,1,1340.59,268.117,0.981944,4.24074,493.759,1086.64,1095.2,0,0,24,0.192569,1,0,0,65933,0.124138,0.22214,825.8,0,2009746,13956.5,1.37421e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,stress_shock,1,5,3600,137,39,0.284672,1,986.308,197.262,0.960667,4.24754,460.615,699.436,787.369,0,0,28,0.193375,1,0,0,54739.5,0.287179,0.521718,825.8,0,1471538,10741,1.0481e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,stress_buildup,0,4,3600,216,56,0.259259,1,1258.73,314.683,0.970208,4.50689,321.571,1242.21,731.813,0,0,28,0.118359,1,0,0,46786.4,0.214286,0.410326,1422.85,0,2670445,12363.1,1.21663e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,stress_buildup,1,4,3600,222,33,0.148649,1,1427.58,356.894,0.989861,4.50016,322.636,1927.91,750.399,0,0,28,0.124249,1,0,0,44117.2,0.159091,0.289072,1422.85,0,3483789,15692.6,1.54721e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,over_fleet,0,60,3600,59,51,0.864407,1,651.608,10.8601,0.161519,4.65246,364.373,305.882,1030.96,0,0,32,0.133363,1,0,0,79963.8,0.301075,0.682623,1812.08,0,2076774,35199.2,3.46134e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,over_fleet,1,60,3600,46,42,0.913043,1,421.429,7.02381,0.100431,4.66408,287.119,164.595,869.966,0,0,28,0.125331,1,0,0,59887.5,0.220033,0.465353,1812.08,0,1238835,26930.8,2.64271e+07,0,0
