source,method,city,scenario,episode,n_agents,total_steps,tasks_appeared,tasks_completed,throughput_rate,accept_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,mean_extra_steps_per_task,peak_load,congestion_variance,mean_bpr_along_route,n_traversals_in_jam,route_congestion_exposure,total_fleet_distance_m,agent_completed_gini,agent_completed_std,n_ghost_active_mean,mean_congestion_at_decision,wallclock_ms,compute_time_per_task_ms,compute_time_per_decision_us,capacity_violations,pairing_violations
RL,Hybrid,Kyoto_Small,stress_buildup,0,6,3600,238,200,0.8403,1.0000,487.9500,487.9500,0.3134,4.3959,250.2111,238.1290,1096.2209,0.8762,30.9669,28,0.4103,3.9961,137,0.8333,219244.2031,0.2209,0.3950,495.8625,4.3749,5131,21.5588,3593.1372,0,0
RL,Hybrid,Kyoto_Small,stress_buildup,1,6,3600,244,229,0.9385,1.0000,571.3275,571.3275,0.3073,4.3813,273.4796,300.0089,1173.9760,0.8585,38.6844,28,0.4336,4.4886,159,0.7615,268840.5000,0.1937,0.3484,495.8625,4.2823,10599,43.4385,7239.7539,0,0
RL,Hybrid,Kyoto_Small,over_fleet,0,6,3600,54,51,0.9444,1.0000,431.6863,71.9477,1.0117,4.6569,233.1765,205.2222,1021.0256,0.8758,28.9713,24,0.3516,8.4769,53,0.9435,52072.3047,0.2650,0.5305,631.4694,4.7704,1965,36.3889,6064.8149,0,0
RL,Hybrid,Kyoto_Small,over_fleet,1,6,3600,55,52,0.9455,1.0000,395.8269,98.9567,0.8152,4.6499,221.0000,182.4815,978.4495,0.8855,25.3101,28,0.3672,6.7504,39,0.9429,50879.3750,0.2500,0.5274,631.4694,4.7453,1898,34.5091,5751.5151,0,0
TP,TokenPassing,Kyoto_Small,normal_wave,0,6,3600,110,64,0.5818,1.0000,855.9688,213.9922,0.8012,4.6447,242.0392,615.3750,1006.5734,0.8317,40.7245,28,0.3822,4.7016,30,1.0273,64420.6953,0.2133,0.3960,631.4694,4.6913,75254,684.1273,114021.2109,0,0
TP,TokenPassing,Kyoto_Small,normal_wave,1,6,3600,118,60,0.5085,1.0000,837.2167,209.3042,0.8050,4.6400,243.5686,607.3333,1056.3923,0.8674,32.2902,24,0.3891,5.3498,30,1.0568,63383.5391,0.2778,0.5117,631.4694,4.6929,82699,700.8390,116806.5000,0,0
TP,TokenPassing,Kyoto_Small,normal_ramp,0,6,3600,99,33,0.3333,1.0000,825.1515,206.2879,0.7890,4.3315,215.5517,593.9677,1082.7476,1.0000,0.0000,24,0.3024,2.0818,7,0.7732,35730.6719,0.2634,0.4796,347.1364,4.4032,76672,774.4647,129077.4375,0,0
TP,TokenPassing,Kyoto_Small,normal_ramp,1,6,3600,104,45,0.4327,1.0000,922.5778,230.6444,0.8004,4.3224,284.2381,689.4572,1115.4867,0.7849,61.1408,28,0.3177,2.8201,16,0.9971,50196.9023,0.3056,0.5528,347.1364,4.3340,83408,802.0000,133666.6719,0,0
TP,TokenPassing,Kyoto_Small,stress_shock,0,6,3600,129,40,0.3101,1.0000,820.4500,273.4833,0.6409,4.2240,161.4375,640.1379,760.6705,0.9424,9.3034,24,0.4487,2.4619,6,1.0248,30426.8184,0.1750,0.3217,288.0000,4.1976,39077,302.9225,50487.0820,0,0
TP,TokenPassing,Kyoto_Small,stress_shock,1,6,3600,150,55,0.3667,1.0000,624.4909,208.1636,0.6346,4.2149,191.3556,440.2368,788.3629,0.8240,33.6830,28,0.4477,6.9083,21,0.9882,43359.9609,0.2783,0.5070,288.0000,4.2629,59008,393.3867,65564.4453,0,0
TP,TokenPassing,Kyoto_Small,stress_buildup,0,6,3600,238,37,0.1555,1.0000,702.8108,351.4054,0.4999,4.4927,148.8000,577.0625,1116.0905,1.0000,0.0000,28,0.3466,2.9212,14,1.0667,41295.3477,0.2500,0.5154,495.8625,4.4708,109766,461.2017,76866.9453,0,0
TP,TokenPassing,Kyoto_Small,stress_buildup,1,6,3600,244,38,0.1557,1.0000,735.6316,245.2105,0.5026,4.4945,146.0909,592.1334,1091.4131,1.0000,0.0000,28,0.3550,4.2208,19,1.2854,41473.6992,0.2353,0.4282,495.8625,4.4110,98512,403.7377,67289.6172,0,0
TP,TokenPassing,Kyoto_Small,over_fleet,0,6,3600,54,54,1.0000,1.0000,355.2408,71.0481,0.8881,4.6588,231.6481,123.5926,1031.9265,0.8909,25.2628,24,0.3477,6.0929,58,1.1508,55724.0312,0.1916,0.3657,631.4694,4.7718,3370,62.4074,10401.2344,0,0
TP,TokenPassing,Kyoto_Small,over_fleet,1,6,3600,55,55,1.0000,1.0000,333.2182,66.6436,0.8485,4.6526,222.6182,110.6000,989.7693,0.8892,24.6643,28,0.3608,8.0796,42,1.0519,54437.3125,0.2358,0.4472,631.4694,4.7454,3665,66.6364,11106.0605,0,0
RL,MAPPO,LosAngeles_Small,normal_wave,0,6,3600,101,58,0.5743,1.0000,869.1035,289.7011,0.5762,4.6548,267.3585,596.0800,1273.6443,0.9528,12.6296,24,0.3683,7.5863,58,0.8754,73871.3672,0.2843,0.5036,944.3675,4.7134,45222,447.7426,74623.7656,0,0
RL,MAPPO,LosAngeles_Small,normal_wave,1,6,3600,106,70,0.6604,1.0000,814.0714,271.3571,0.5809,4.6484,292.4912,489.8627,1190.0948,0.8138,54.4723,28,0.3676,5.3174,49,0.8494,83306.6406,0.3422,0.6055,944.3675,4.7018,39899,376.4057,62734.2773,0,0
RL,MAPPO,LosAngeles_Small,normal_ramp,0,6,3600,104,73,0.7019,1.0000,713.1233,356.5616,0.3959,4.3244,224.3485,421.7143,927.7345,0.8270,38.8016,28,0.3088,3.6121,39,0.9297,67724.6172,0.4309,0.8185,519.0942,4.3750,20957,201.5096,33584.9375,0,0
RL,MAPPO,LosAngeles_Small,normal_ramp,1,6,3600,114,93,0.8158,1.0000,791.6022,395.8011,0.4325,4.3217,270.1928,494.3611,1207.6246,0.8939,28.6678,24,0.3058,3.6313,39,0.8906,112309.0938,0.2855,0.5087,519.0942,4.3054,33545,294.2544,49042.3984,0,0
RL,MAPPO,LosAngeles_Small,stress_shock,0,6,3600,159,118,0.7421,1.0000,722.2881,722.2881,0.3294,4.1600,261.7064,512.4167,1039.3086,0.7943,53.8447,24,0.4832,3.8051,31,0.8994,122638.4062,0.2597,0.4676,430.0000,4.1934,27946,175.7610,29293.5020,0,0
RL,MAPPO,LosAngeles_Small,stress_shock,1,6,3600,174,126,0.7241,1.0000,695.1667,695.1667,0.2875,4.1501,262.7748,422.7129,1123.1173,0.8548,38.1513,24,0.4859,3.1337,57,0.8773,141512.7812,0.3448,0.6168,430.0000,4.1510,23526,135.2069,22534.4824,0,0
RL,MAPPO,LosAngeles_Small,stress_buildup,0,6,3600,228,177,0.7763,1.0000,658.8022,329.4011,0.3681,4.4566,263.6500,378.2416,1232.1451,0.9347,17.2210,24,0.3668,4.5787,107,0.8958,218089.6875,0.3381,0.6358,741.5442,4.4397,35917,157.5307,26255.1172,0,0
RL,MAPPO,LosAngeles_Small,stress_buildup,1,6,3600,192,167,0.8698,1.0000,511.0180,511.0180,0.2568,4.4690,211.6908,293.3082,966.3511,0.9130,18.4206,24,0.3541,4.7894,91,0.9584,161380.6406,0.2675,0.4767,741.5442,4.4842,15058,78.4271,13071.1807,0,2
RL,MAPPO,LosAngeles_Small,over_fleet,0,6,3600,57,48,0.8421,1.0000,428.5208,85.7042,0.8773,4.6572,215.4375,232.6792,948.2164,0.8803,25.7942,28,0.3649,3.5087,29,0.9641,45514.3867,0.3477,0.6966,944.3675,4.6255,32085,562.8947,93815.7891,0,0
RL,MAPPO,LosAngeles_Small,over_fleet,1,6,3600,57,46,0.8070,1.0000,494.1087,82.3514,1.0179,4.6620,274.7826,247.1400,1228.6716,0.8943,29.0483,28,0.3618,7.9509,50,0.8458,56518.8984,0.2748,0.5644,944.3675,4.7144,38918,682.7719,113795.3203,0,0
RL,FaithfulMAPPER,LosAngeles_Small,normal_wave,0,6,3600,101,88,0.8713,1.0000,513.4432,513.4432,0.1729,4.6520,272.5116,257.3556,1259.8409,0.9246,20.5434,24,0.3669,5.7871,76,0.8139,110866.0000,0.3029,0.5950,944.3675,4.7069,6903,68.3465,11391.0889,0,0
RL,FaithfulMAPPER,LosAngeles_Small,normal_wave,1,6,3600,106,98,0.9245,1.0000,494.7245,494.7245,0.1756,4.6405,255.1383,245.9271,1110.6294,0.8706,33.0124,28,0.3762,4.0321,58,0.8743,108841.6875,0.2517,0.5000,944.3675,4.6951,7037,66.3868,11064.4658,0,0
RL,FaithfulMAPPER,LosAngeles_Small,normal_ramp,0,6,3600,104,84,0.8077,1.0000,469.4167,469.4167,0.3031,4.3201,233.9000,265.0000,1092.2257,0.9339,15.4548,28,0.3085,4.1023,61,0.8447,91746.9609,0.2667,0.4948,519.0942,4.3683,11425,109.8558,18309.2949,0,0
RL,FaithfulMAPPER,LosAngeles_Small,normal_ramp,1,6,3600,114,102,0.8947,1.0000,522.7255,522.7255,0.1768,4.3184,256.0918,297.4706,1113.1182,0.8693,33.4682,24,0.3070,3.8358,60,0.7293,113538.0547,0.3390,0.6999,519.0942,4.3017,6192,54.3158,9052.6318,0,0
RL,FaithfulMAPPER,LosAngeles_Small,stress_shock,0,6,3600,159,146,0.9182,1.0000,463.6507,463.6507,0.1793,4.1481,236.4388,230.7286,1025.3864,0.8674,31.3616,24,0.4934,3.3672,62,0.8598,149706.4062,0.2700,0.5101,430.0000,4.1801,8014,50.4025,8400.4189,0,0
RL,FaithfulMAPPER,LosAngeles_Small,stress_shock,1,6,3600,174,155,0.8908,1.0000,504.8452,504.8452,0.2483,4.1435,245.3200,269.2988,1080.8186,0.8812,29.1563,24,0.4876,4.4125,74,0.7669,167526.8750,0.2784,0.5052,430.0000,4.1410,9074,52.1494,8691.5713,0,1
RL,FaithfulMAPPER,LosAngeles_Small,stress_buildup,0,6,3600,228,198,0.8684,1.0000,558.9091,558.9091,0.3071,4.4509,264.7749,283.8895,1175.3099,0.8878,29.7129,24,0.3730,4.2979,116,0.7693,232711.3594,0.2076,0.3845,741.5442,4.4351,13495,59.1886,9864.7656,0,0
RL,FaithfulMAPPER,LosAngeles_Small,stress_buildup,1,6,3600,192,174,0.9062,1.0000,465.1149,465.1149,0.2655,4.4690,230.4412,239.6552,1002.5647,0.8701,29.9282,24,0.3539,4.6892,116,0.8913,174446.2500,0.2941,0.5371,741.5442,4.4853,11049,57.5469,9591.1455,0,0
RL,FaithfulMAPPER,LosAngeles_Small,over_fleet,0,6,3600,57,52,0.9123,1.0000,407.4038,101.8510,0.7942,4.6566,209.7647,203.1509,939.5923,0.8959,21.8463,28,0.3656,3.1608,27,0.9767,48858.7969,0.3021,0.6163,944.3675,4.6260,7626,133.7895,22298.2461,0,0
RL,FaithfulMAPPER,LosAngeles_Small,over_fleet,1,6,3600,57,47,0.8246,1.0000,526.5319,75.2188,1.2346,4.6614,290.2979,240.6481,1281.9717,0.8832,33.9035,28,0.3619,5.0650,45,0.7784,60252.6680,0.3107,0.5914,944.3675,4.7147,8107,142.2281,23704.6777,0,0
RL,IPPO,LosAngeles_Small,normal_wave,0,6,3600,101,89,0.8812,1.0000,496.0562,0.0000,0.1331,4.6545,296.3103,217.5376,1272.3978,0.8588,41.8308,24,0.3600,4.0685,66,0.7924,113243.3984,0.2476,0.4840,944.3675,4.7054,3596,35.6040,5933.9932,0,0
RL,IPPO,LosAngeles_Small,normal_wave,1,6,3600,106,101,0.9528,1.0000,498.9703,498.9703,0.2113,4.6435,241.8163,258.5670,1097.3729,0.9076,22.3418,28,0.3706,4.6644,72,0.8440,110834.6719,0.2976,0.5995,944.3675,4.6948,6074,57.3019,9550.3145,0,0
RL,IPPO,LosAngeles_Small,normal_ramp,0,6,3600,104,87,0.8365,1.0000,476.1494,476.1494,0.1827,4.3204,247.6744,236.7957,1074.7820,0.8679,32.7180,28,0.3075,6.3128,54,0.8623,93506.0312,0.3146,0.6141,519.0942,4.3686,6551,62.9904,10498.3975,0,0
RL,IPPO,LosAngeles_Small,normal_ramp,1,6,3600,114,110,0.9649,1.0000,488.2000,488.2000,0.2262,4.3180,271.6168,231.3148,1173.6747,0.8642,36.8819,24,0.3083,3.4894,48,0.7773,129104.2109,0.2813,0.5389,519.0942,4.2998,6598,57.8772,9646.1992,0,0
RL,IPPO,LosAngeles_Small,stress_shock,0,6,3600,159,149,0.9371,1.0000,431.7718,431.7718,0.1760,4.1449,238.0000,195.6358,1029.0841,0.8648,32.1832,24,0.4940,3.6550,58,0.8946,153333.5312,0.2606,0.4642,430.0000,4.1845,5473,34.4214,5736.8975,0,0
RL,IPPO,LosAngeles_Small,stress_shock,1,6,3600,174,153,0.8793,1.0000,460.7451,460.7451,0.2605,4.1421,250.5592,227.5449,1101.1434,0.8789,30.3305,24,0.4885,3.9910,81,0.8419,168474.9531,0.2938,0.5301,430.0000,4.1321,6154,35.3678,5894.6362,0,0
RL,IPPO,LosAngeles_Small,stress_buildup,0,6,3600,228,188,0.8246,1.0000,552.0905,552.0905,0.2606,4.4503,250.3978,312.3483,1151.2352,0.9195,20.1508,24,0.3732,4.9869,125,0.8046,216432.2188,0.2276,0.4093,741.5442,4.4344,17859,78.3289,13054.8242,0,1
RL,IPPO,LosAngeles_Small,stress_buildup,1,6,3600,192,172,0.8958,1.0000,445.4884,0.0000,0.1470,4.4693,220.5556,226.5889,980.3926,0.8890,24.4770,24,0.3556,4.7122,119,0.8912,168627.5312,0.2790,0.5018,741.5442,4.4839,10122,52.7188,8786.4580,0,0
RL,IPPO,LosAngeles_Small,over_fleet,0,6,3600,57,49,0.8596,1.0000,411.3878,82.2775,0.9645,4.6577,209.7755,219.9444,923.5726,0.8805,25.0610,28,0.3630,4.7823,21,0.8937,45255.0547,0.2985,0.5964,944.3675,4.6254,5950,104.3860,17397.6602,0,0
RL,IPPO,LosAngeles_Small,over_fleet,1,6,3600,57,48,0.8421,1.0000,536.2083,76.6012,1.3021,4.6609,292.1458,260.5091,1287.3170,0.8813,34.6824,28,0.3647,8.3417,43,0.7449,61791.2148,0.3026,0.6208,944.3675,4.7138,5180,90.8772,15146.1992,0,0
RL,Hybrid,LosAngeles_Small,normal_wave,0,6,3600,101,87,0.8614,1.0000,528.8276,528.8276,0.1768,4.6516,289.9412,256.6064,1279.6119,0.8827,34.0188,24,0.3678,5.4614,74,0.7573,111326.2422,0.2572,0.5171,944.3675,4.7065,4951,49.0198,8169.9668,0,0
RL,Hybrid,LosAngeles_Small,normal_wave,1,6,3600,106,99,0.9340,1.0000,453.2525,453.2525,0.3021,4.6464,235.8775,222.4314,1088.0630,0.9226,18.2650,28,0.3642,4.1986,65,0.8533,107718.2344,0.2550,0.4770,944.3675,4.6948,5774,54.4717,9078.6162,0,0
RL,Hybrid,LosAngeles_Small,normal_ramp,0,6,3600,104,80,0.7692,1.0000,473.2625,473.2625,0.2045,4.3210,239.4557,254.8851,1097.4183,0.9166,19.9720,28,0.3086,4.8086,59,0.8106,87793.4688,0.2783,0.5420,519.0942,4.3703,5369,51.6250,8604.1670,0,0
RL,Hybrid,LosAngeles_Small,normal_ramp,1,6,3600,114,103,0.9035,1.0000,503.5243,0.0000,0.1273,4.3181,250.3200,276.8318,1126.4333,0.9000,25.0333,24,0.3076,4.1656,51,0.7858,116022.6406,0.3220,0.6339,519.0942,4.3016,3690,32.3684,5394.7368,0,0
RL,Hybrid,LosAngeles_Small,stress_shock,0,6,3600,159,145,0.9119,1.0000,472.6000,472.6000,0.2466,4.1471,244.0278,228.7500,1026.7061,0.8415,38.6866,24,0.4924,4.3236,62,0.8504,148872.3750,0.2410,0.4417,430.0000,4.1769,7740,48.6792,8113.2075,0,0
RL,Hybrid,LosAngeles_Small,stress_shock,1,6,3600,174,148,0.8506,1.0000,507.9730,507.9730,0.2995,4.1422,239.8844,277.4375,1073.3544,0.8949,25.2135,24,0.4887,3.8727,97,0.7836,158856.4531,0.3085,0.5483,430.0000,4.1431,6546,37.6207,6270.1147,0,0
RL,Hybrid,LosAngeles_Small,stress_buildup,0,6,3600,228,197,0.8640,1.0000,527.1827,527.1827,0.2649,4.4493,265.8359,265.6779,1178.1261,0.8864,30.2107,24,0.3742,5.4096,126,0.7764,232090.8438,0.1707,0.3206,741.5442,4.4358,7363,32.2939,5382.3101,0,0
RL,Hybrid,LosAngeles_Small,stress_buildup,1,6,3600,192,172,0.8958,1.0000,413.3954,0.0000,0.1326,4.4690,220.0588,206.2240,966.1651,0.8781,26.8258,24,0.3566,4.0505,102,0.9011,166180.3906,0.2660,0.4748,741.5442,4.4839,5967,31.0781,5179.6875,0,1
RL,Hybrid,LosAngeles_Small,over_fleet,0,6,3600,57,50,0.8772,1.0000,385.4000,77.0800,0.9204,4.6583,204.8000,205.6111,903.6651,0.8825,24.0670,28,0.3625,3.4428,23,0.9113,45183.2539,0.2463,0.5292,944.3675,4.6257,2758,48.3860,8064.3276,0,0
RL,Hybrid,LosAngeles_Small,over_fleet,1,6,3600,57,49,0.8596,1.0000,507.4694,84.5782,1.1080,4.6626,287.2857,233.9286,1278.6136,0.8901,31.5630,28,0.3593,5.1456,42,0.7898,62652.0703,0.3629,0.6812,944.3675,4.7138,3815,66.9298,11154.9707,0,0
TP,TokenPassing,LosAngeles_Small,normal_wave,0,6,3600,101,43,0.4257,1.0000,929.7209,232.4302,0.7868,4.6606,226.0000,721.6562,1041.9983,0.9221,17.6003,24,0.3680,9.6059,36,0.9029,44805.9258,0.2105,0.3722,944.3675,4.7182,103694,1026.6732,171112.2188,0,0
TP,TokenPassing,LosAngeles_Small,normal_wave,1,6,3600,106,45,0.4245,1.0000,1190.7333,297.6833,0.7794,4.6555,309.5000,876.4667,1075.6588,0.6951,94.3682,28,0.3659,5.4979,40,0.9933,48404.6445,0.2037,0.3600,944.3675,4.7068,100886,951.7547,158625.7812,0,0
TP,TokenPassing,LosAngeles_Small,normal_ramp,0,6,3600,104,43,0.4135,1.0000,836.5117,209.1279,0.8062,4.3350,190.3889,740.9062,891.0941,0.9361,12.1701,28,0.3083,3.3285,20,0.9085,38317.0469,0.2928,0.5248,519.0942,4.3822,130502,1254.8269,209137.8281,0,0
TP,TokenPassing,LosAngeles_Small,normal_ramp,1,6,3600,114,46,0.4035,1.0000,838.7609,209.6902,0.7850,4.3390,257.4102,654.5757,1212.6829,0.9422,14.8737,24,0.3010,5.1874,30,1.0180,55783.4102,0.2895,0.5130,519.0942,4.3236,136801,1200.0088,200001.4531,0,0
TP,TokenPassing,LosAngeles_Small,stress_shock,0,6,3600,159,44,0.2767,1.0000,877.8636,292.6212,0.6448,4.2494,212.1429,661.7419,869.5568,0.8198,38.2315,24,0.4322,3.2322,13,1.0282,38260.4961,0.3886,0.7667,430.0000,4.2858,121477,764.0063,127334.3828,0,1
TP,TokenPassing,LosAngeles_Small,stress_shock,1,6,3600,174,39,0.2241,1.0000,753.4872,251.1624,0.6388,4.2473,174.6667,581.0303,1127.1708,1.0000,0.0000,24,0.4310,2.8243,13,1.0327,43959.6602,0.3158,0.5620,430.0000,4.2475,90364,519.3333,86555.5547,0,0
TP,TokenPassing,LosAngeles_Small,stress_buildup,0,6,3600,228,48,0.2105,1.0000,761.3333,380.6667,0.4987,4.5084,123.8333,647.7675,906.6694,1.0000,0.0000,24,0.3420,3.1748,16,1.2758,43520.1328,0.2389,0.4372,741.5442,4.4937,132213,579.8816,96646.9297,0,0
TP,TokenPassing,LosAngeles_Small,stress_buildup,1,6,3600,192,36,0.1875,1.0000,535.4167,267.7083,0.4950,4.5120,150.3448,374.7857,799.0990,1.0000,0.0000,24,0.3365,6.8074,27,1.0750,28767.5625,0.2188,0.3953,741.5442,4.5264,119873,624.3386,104056.4219,0,0
TP,TokenPassing,LosAngeles_Small,over_fleet,0,6,3600,57,54,0.9474,1.0000,355.1296,71.0259,0.9315,4.6578,221.2037,140.9464,964.1251,0.8717,28.3787,28,0.3625,3.1245,34,1.0981,52062.7539,0.2141,0.4303,944.3675,4.6257,5553,97.4211,16236.8418,0,0
TP,TokenPassing,LosAngeles_Small,over_fleet,1,6,3600,57,54,0.9474,1.0000,416.2778,69.3796,1.0947,4.6635,294.0926,125.5263,1300.0468,0.8841,34.0833,28,0.3579,6.9200,41,0.8910,70202.5234,0.2412,0.4801,944.3675,4.7118,6054,106.2105,17701.7539,0,0
RL,MAPPO,Paris_Small,normal_wave,0,6,3600,105,71,0.6762,1.0000,734.7324,367.3662,0.4758,4.6602,227.6610,506.5306,778.9796,0.6843,71.8651,28,0.3614,6.2367,44,0.9209,55307.5508,0.4000,0.7267,1812.0836,4.7372,87080,829.3333,138222.2188,0,0
RL,MAPPO,Paris_Small,normal_wave,1,6,3600,97,63,0.6495,1.0000,701.5555,350.7778,0.4069,4.6638,261.1579,433.8182,1029.8124,0.7887,55.1954,28,0.3572,4.6599,45,0.8515,64878.1797,0.3629,0.6729,1812.0836,4.6949,75680,780.2062,130034.3672,0,0
RL,MAPPO,Paris_Small,normal_ramp,0,6,3600,103,90,0.8738,1.0000,582.5222,291.2611,0.4269,4.3456,234.2933,322.9846,999.2847,0.8530,34.4364,28,0.2965,4.0070,54,0.8969,89935.6250,0.2556,0.4562,995.9542,4.3610,59496,577.6310,96271.8438,0,0
RL,MAPPO,Paris_Small,normal_ramp,1,6,3600,115,96,0.8348,1.0000,665.6354,332.8177,0.3356,4.3360,236.2469,389.5479,959.2805,0.8121,44.3908,24,0.2994,2.9595,33,0.9453,92090.9297,0.3760,0.6882,995.9542,4.3435,30745,267.3478,44557.9727,0,0
RL,MAPPO,Paris_Small,stress_shock,0,6,3600,186,129,0.6935,1.0000,650.4108,325.2054,0.3630,4.2209,263.9672,392.4018,1033.7094,0.7832,57.2254,24,0.4463,3.3821,59,0.9139,133348.5000,0.2731,0.4897,825.8000,4.2563,53376,286.9677,47827.9570,0,0
RL,MAPPO,Paris_Small,stress_shock,1,6,3600,152,127,0.8355,1.0000,678.0157,678.0157,0.2823,4.2185,294.8036,404.4019,1148.7125,0.7793,65.0611,24,0.4537,3.0511,39,0.8044,145886.5000,0.3394,0.6307,825.8000,4.1744,27452,180.6053,30100.8770,0,1
RL,MAPPO,Paris_Small,stress_buildup,0,6,3600,244,195,0.7992,1.0000,629.6051,629.6051,0.2993,4.4816,240.4124,415.0824,988.5340,0.8224,42.7056,28,0.3515,4.8106,157,0.9166,192764.1250,0.3154,0.5651,1422.8550,4.4452,69068,283.0656,47177.5938,0,0
RL,MAPPO,Paris_Small,stress_buildup,1,6,3600,216,188,0.8704,1.0000,589.0266,589.0266,0.2607,4.4861,227.3846,365.7898,941.4805,0.8281,39.0885,24,0.3408,5.8782,135,0.9015,176998.3281,0.3597,0.6328,1422.8550,4.4942,39223,181.5880,30264.6602,0,0
RL,MAPPO,Paris_Small,over_fleet,0,6,3600,49,43,0.8776,1.0000,380.7675,95.1919,0.7878,4.6672,225.8810,178.6444,959.4896,0.8496,33.9830,28,0.3544,4.2053,37,0.9498,41258.0547,0.2890,0.5614,1812.0836,4.6947,55015,1122.7551,187125.8438,0,0
RL,MAPPO,Paris_Small,over_fleet,1,6,3600,55,52,0.9455,1.0000,434.1346,86.8269,0.8792,4.6663,225.5882,220.8600,959.4330,0.8506,33.7016,28,0.3570,5.5253,50,0.9707,49890.5156,0.2986,0.6053,1812.0836,4.7158,57662,1048.4000,174733.3281,0,0
RL,FaithfulMAPPER,Paris_Small,normal_wave,0,6,3600,105,94,0.8952,1.0000,446.8830,446.8830,0.2323,4.6582,231.5484,221.0104,1025.4526,0.8857,26.4579,28,0.3582,4.8107,77,0.8938,96392.5469,0.2619,0.5059,1812.0836,4.7336,11547,109.9714,18328.5723,0,0
RL,FaithfulMAPPER,Paris_Small,normal_wave,1,6,3600,97,85,0.8763,1.0000,462.1765,462.1765,0.2386,4.6640,241.4096,227.2118,1063.5881,0.8811,28.6920,28,0.3539,6.6792,87,0.8455,90404.9844,0.3051,0.5890,1812.0836,4.6921,14629,150.8144,25135.7383,0,0
RL,FaithfulMAPPER,Paris_Small,normal_ramp,0,6,3600,103,94,0.9126,1.0000,547.0532,547.0532,0.2271,4.3440,249.9326,287.0568,1084.9624,0.8682,32.9401,28,0.2972,3.3700,45,0.8197,101986.4688,0.2991,0.5825,995.9542,4.3585,12846,124.7184,20786.4082,0,0
RL,FaithfulMAPPER,Paris_Small,normal_ramp,1,6,3600,115,105,0.9130,1.0000,430.9905,430.9905,0.2363,4.3338,223.0588,217.7212,929.0775,0.8330,37.2433,24,0.3007,3.8599,67,0.9141,97553.1328,0.3340,0.6325,995.9542,4.3438,12053,104.8087,17468.1152,0,0
RL,FaithfulMAPPER,Paris_Small,stress_shock,0,6,3600,186,161,0.8656,1.0000,485.3851,485.3851,0.2840,4.2107,233.5253,253.7927,983.6467,0.8424,36.7960,24,0.4520,4.1480,81,0.8265,158367.1250,0.2416,0.4463,825.8000,4.2484,18138,97.5161,16252.6885,0,0
RL,FaithfulMAPPER,Paris_Small,stress_shock,1,6,3600,152,146,0.9605,1.0000,497.1370,497.1370,0.2799,4.2160,266.1724,227.3000,1174.7211,0.8827,31.2282,24,0.4562,2.9159,59,0.7810,171509.2812,0.2490,0.4564,825.8000,4.1759,12360,81.3158,13552.6318,0,0
RL,FaithfulMAPPER,Paris_Small,stress_buildup,0,6,3600,244,215,0.8811,1.0000,538.4139,538.4139,0.2645,4.4769,243.7940,290.7662,999.8463,0.8202,43.8247,28,0.3581,4.4846,168,0.8439,214966.9375,0.2471,0.4521,1422.8550,4.4398,20621,84.5123,14085.3828,0,1
RL,FaithfulMAPPER,Paris_Small,stress_buildup,1,6,3600,216,185,0.8565,1.0000,497.0432,497.0432,0.2375,4.4844,234.7722,263.0884,992.1484,0.8452,36.3425,26,0.3447,6.6512,160,0.8983,183547.4688,0.2694,0.4899,1422.8550,4.4938,26424,122.3333,20388.8887,0,0
RL,FaithfulMAPPER,Paris_Small,over_fleet,0,6,3600,49,45,0.9184,1.0000,441.6667,110.4167,0.8028,4.6677,232.5227,224.8298,952.3463,0.8191,42.0535,28,0.3530,4.2412,45,0.9164,42855.5820,0.3423,0.7660,1812.0836,4.6930,10279,209.7755,34962.5859,0,0
RL,FaithfulMAPPER,Paris_Small,over_fleet,1,6,3600,55,53,0.9636,1.0000,386.7358,96.6840,0.7894,4.6674,215.9623,180.3273,930.5974,0.8618,29.8428,28,0.3546,6.3491,49,0.9796,49321.6602,0.2731,0.6093,1812.0836,4.7149,12629,229.6182,38269.6953,0,0
RL,IPPO,Paris_Small,normal_wave,0,6,3600,105,95,0.9048,1.0000,447.1790,447.1790,0.1804,4.6578,237.3441,215.0816,1065.2651,0.8977,24.2911,28,0.3596,4.4179,77,0.9272,101200.1875,0.2893,0.5641,1812.0836,4.7340,9100,86.6667,14444.4443,0,0
RL,IPPO,Paris_Small,normal_wave,1,6,3600,97,84,0.8660,1.0000,512.5714,0.0000,0.0968,4.6618,249.6341,252.9663,1045.4767,0.8376,40.5388,28,0.3582,5.9011,73,0.8686,87820.0469,0.3570,0.7192,1812.0836,4.6909,15426,159.0309,26505.1543,0,0
RL,IPPO,Paris_Small,normal_ramp,0,6,3600,103,96,0.9320,1.0000,492.5833,0.0000,0.1391,4.3440,253.7340,251.6735,1063.7458,0.8385,40.9849,28,0.2971,3.9947,42,0.7927,102119.6016,0.2718,0.5393,995.9542,4.3590,10665,103.5437,17257.2812,0,0
RL,IPPO,Paris_Small,normal_ramp,1,6,3600,115,104,0.9043,1.0000,431.5865,0.0000,0.1633,4.3338,218.8039,220.9143,940.3895,0.8596,30.7260,24,0.3015,4.4911,65,0.8823,97800.5078,0.3056,0.5659,995.9542,4.3425,10576,91.9652,15327.5361,0,0
