solver,city,scenario,episode,total_steps,n_agents,tasks_appeared,tasks_completed,tasks_refused,throughput_rate,accept_rate,latency_mean,latency_per_agent,mean_wait_steps,mean_trip_steps,mean_road_pd_m,mean_extra_steps_per_task,delivery_route_efficiency,total_fleet_distance_m,agent_utilisation,agent_completed_max,agent_completed_min,agent_completed_gini,agent_completed_std,mean_congestion,congestion_variance,peak_load,n_ghost_active_mean,mean_congestion_at_decision,mean_bpr_along_route,time_lost_to_congestion,n_traversals_in_jam,route_congestion_exposure,wallclock_ms,n_allocation_calls,compute_time_per_task_ms,compute_time_per_decision_us,n_replans,n_collisions_avoided,capacity_violations,pairing_violations
HybridAdaptivePredictive,Tokyo_Small,normal_wave,0,3600,6,81,15,0,0.185185,1,1261.27,210.211,1166.47,426.6,1125.93,0,0,42984.2,0.855741,6,1,0.32,0.596285,4.66491,0.12765,28,1125.49,0,4.97564,0,0,0,730304,81,7420.44,7.1959e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,normal_wave,1,3600,6,79,24,0,0.303797,1,1056,176,867.292,458.5,738.412,0,0,49410.7,0.919491,8,4,0.125,0.235702,4.66107,0.132578,28,1125.49,0,3.05854,0,0,0,562355,79,7118.28,6.89669e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,normal_ramp,0,3600,6,99,30,0,0.30303,1,926.133,154.356,927.467,401.6,1074.45,0,0,71838.8,0.946991,10,2,0.277778,0.516398,4.33728,0.0923526,24,618.63,0,2.45208,0,0,0,1081405,99,10923.2,1.07141e+07,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,normal_ramp,1,3600,6,114,31,0,0.27193,1,1106.94,184.489,1035.42,322,852.251,0,0,70586,0.901019,8,2,0.22043,0.39376,4.33752,0.0900679,28,618.63,0,2.49139,0,0,0,1161670,114,10190,9.97014e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,stress_shock,0,3600,5,159,56,0,0.352201,1,1246.7,249.339,1282.41,382.357,837.619,0,0,61068.8,0.9755,19,3,0.264286,0.473804,4.23968,0.195717,24,513.2,0,1.55224,0,0,0,1413657,159,8890.86,8.77995e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,stress_shock,1,3600,5,183,61,0,0.333333,1,1220.07,244.013,1371.39,353.262,775.494,0,0,64773.7,0.988778,20,6,0.216393,0.396165,4.23841,0.19589,24,513.2,0,1.66896,0,0,0,1584796,183,8660.02,8.54934e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,stress_buildup,0,3600,4,224,41,0,0.183036,1,1163.51,290.878,1098.76,366.439,777.603,0,0,45967.1,0.975417,17,6,0.22561,0.421747,4.50234,0.12072,28,883.755,0,1.89071,0,0,0,1443324,224,6443.37,6.35113e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,stress_buildup,1,3600,4,222,33,0,0.148649,1,1375.12,343.78,1536.06,412.424,778.576,0,0,40305.2,0.982778,9,7,0.0530303,0.100504,4.49564,0.119411,28,883.755,0,2.97946,0,0,0,1367901,222,6161.67,6.05818e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,over_fleet,0,3600,60,44,33,0,0.75,1,539.394,8.9899,279.212,356,1066.94,0,0,61685.7,0.121764,3,1,0.226614,0.496082,4.66813,0.128817,28,1125.49,0,3.40429,0,0,0,812182,44,18458.4,1.81995e+07,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,over_fleet,1,3600,60,56,46,0,0.821429,1,734.391,12.2399,352.87,415.043,999.93,0,0,85838.2,0.17469,3,1,0.244039,0.537796,4.66415,0.128184,28,1125.49,0,2.9787,0,0,0,1266749,56,22620.3,2.23572e+07,0,0,0,0
