method,n_obs,throughput_rate__mean,throughput_rate__std_pooled,throughput_rate__std_seed,latency_mean__mean,latency_mean__std_pooled,latency_mean__std_seed,mean_bpr_along_route__mean,mean_bpr_along_route__std_pooled,mean_bpr_along_route__std_seed,agent_completed_gini__mean,agent_completed_gini__std_pooled,agent_completed_gini__std_seed,delivery_route_efficiency__mean,delivery_route_efficiency__std_pooled,delivery_route_efficiency__std_seed,compute_time_per_task_ms__mean,compute_time_per_task_ms__std_pooled,compute_time_per_task_ms__std_seed
FaithfulMAPPER,150,0.8927320000000001,0.043533969333223455,0.004327844267068698,488.65823200000005,45.493001552365534,6.219518031434881,4.737266666666666,1.4213910043346902,0.22307410031945282,0.2829333333333333,0.03653957249259814,0.003127095990425191,0.8762826666666667,0.030963188246661708,0.005021898180303324,95.58801466666667,56.787653478622495,4.59622744600061
Hybrid,150,0.8943193333333332,0.040350472493207015,0.0056893093898410215,471.17870266666677,43.593034596955995,5.208411961903693,4.736444,1.5932956699484597,0.13143105993637888,0.2763906666666667,0.04036892011141701,0.0029800807595320726,0.8781993333333334,0.030936328846609972,0.00013603430939778912,56.26161133333333,24.72799845017826,1.4511649375123845
HybridAdaptivePredictive,150,0.3993349866666667,0.2353844170871617,0.004484380688627318,974.5229533333335,288.20742947131134,31.91705067185461,1.0,0.0,0.0,0.2026352366666667,0.07269904900586091,0.004719254286699253,0.0,0.0,0.0,8790.3918,7273.045400845404,247.1303373426262
IPPO,150,0.8933153333333334,0.0377567910006487,0.0020384899640011295,477.0941086666666,42.7119926998221,4.2595993381464154,4.879690666666667,1.6676662182874011,0.06427528017312212,0.28074066666666664,0.03785213211422629,0.0057228808596137435,0.880022,0.030169153698758742,0.003751033457595419,68.49962133333334,34.32711272941059,3.271735943086688
MAPPO,150,0.754262,0.10980996682799381,0.015852768086362743,657.7783113333332,122.20301969637751,5.96293408797467,4.7572600000000005,1.6164684644756593,0.22335950674193397,0.3291866666666667,0.051182581016910166,0.008262344058034232,0.8645240000000001,0.06144256845861789,0.004706119845477791,437.4760626666667,323.80595699751694,27.789984369975443
TokenPassing,150,0.4524799999999999,0.2814688853547027,0.00892948845119361,738.8430053333333,210.36648051408858,10.960567144963697,4.916148,1.9467230417217722,0.27299619009063103,0.26369,0.06330016460425814,0.006134547742091511,0.9085173333333334,0.09805928472969921,0.019167189082735486,965.6856559999999,633.8211845182949,142.67956718849157
