seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,bbox_area_km2,convex_hull_km2,mean_pd_hav_m,mean_nn_pickup_m,compute_time_per_task_ms,compute_time_per_decision_us,pairing_violations,capacity_violations,actor_loss,critic_loss,entropy,adv_std,n_experiences,completion_per_accepted,unfinished_accept_rate,mean_congestion_at_decision,n_ghost_active_mean,congestion_profile,agent_completed_gini,agent_completed_std,mean_imp_accepted,mean_imp_refused,accept_rate_high_cong,accept_rate_low_cong,mean_extra_steps_per_task,peak_congestion,mean_overlap_edges,congestion_variance,route_congestion_exposure,max_agent_completed,min_agent_completed,total_fleet_distance_m,mean_agents_offered_per_task,mean_recall_rounds_per_task,mean_candidates_scored_per_task,value_throughput_rate,mean_completion_value,value_loss_to_refusal,mean_bpr_along_route,time_lost_to_congestion_steps,n_traversals_in_jam,marginal_cost_ratio_vs_oracle,mean_allocation_time_us,mean_tam_dijkstra_steps,wallclock_ms
43,10,Tokyo_Small,train,FaithfulMAPPER,3600,6,102,65,0.6373,1.0000,0.0000,831.4462,415.7231,0.3948,4.3347,276.1091,517.2889,880.7349,0.6380,28.3867,24.6000,706.6885,224.1046,418.2353,69705.8828,0,0,-0.0007,0.7535,0.6931,1.0566,335,0.6373,0.3627,4.3998,618.6302,ramp_up_down,0.2527,0.4556,1.6548,0.0000,1.0000,0.0000,99.9621,24,548.7169,0.3020,0.9560,9,1,57247.7656,3.2843,0.0000,3.2843,0.5777,0.6977,0.0000,4.0376,25208.5762,30,1.4443,406883.5000,9.1569,42660
43,11,Tokyo_Small,train,MAPPO,3600,6,95,53,0.5579,1.0000,0.0000,924.3207,462.1604,0.4968,4.3348,285.1633,619.6512,1066.9462,0.7483,29.5819,26.6409,770.7064,252.6748,437.3684,72894.7344,0,0,-0.0000,1.1804,0.6931,1.7187,307,0.5579,0.4421,4.3774,618.6302,ramp_up_down,0.2475,0.4465,1.6822,0.0000,1.0000,0.0000,71.7740,24,548.5586,0.3046,0.8619,9,2,56548.1484,3.2316,0.0000,3.2316,0.6034,0.9331,0.0000,4.0169,43959.4375,21,1.3770,425864.0312,6.2316,41550
43,12,Kyoto_Small,train,IPPO,3600,6,103,63,0.6117,1.0000,0.0000,716.5079,238.8360,0.6371,4.6398,237.2778,517.3830,1069.8396,0.9018,19.9878,18.4090,782.9611,203.1618,313.7961,52299.3516,0,0,-0.0000,1.2358,0.6931,1.8282,320,0.6117,0.3883,4.7162,631.4694,wave,0.1811,0.3333,1.6162,0.0000,1.0000,0.0000,23.3098,24,528.2997,0.3787,0.8895,10,4,67399.8984,3.1068,0.0000,3.1068,0.6021,0.7982,0.0000,5.0836,35519.4570,45,1.8370,304990.0312,6.3204,32321
43,13,Kyoto_Small,train,FaithfulMAPPER,3600,6,92,50,0.5435,1.0000,0.0000,827.1800,275.7267,0.6586,4.6518,250.0465,632.4211,1059.9739,0.8478,19.5385,17.8432,810.9009,190.2470,353.9456,58990.9414,0,0,-0.0013,0.9770,0.6931,1.0201,290,0.5435,0.4565,4.6554,631.4694,wave,0.1693,0.3194,1.7242,0.0000,1.0000,0.0000,38.0517,24,527.1780,0.3708,0.8414,8,3,52998.6914,3.1522,0.0000,3.1522,0.5321,0.8564,0.0000,7.0487,35194.0938,57,8.6458,344165.7500,5.7391,32563
43,14,Kyoto_Small,train,MAPPO,3600,6,111,59,0.5315,1.0000,0.0000,889.0678,296.3559,0.6627,4.6381,283.4286,603.5909,1103.9191,0.7790,19.2655,16.3853,797.9067,170.2933,508.3423,84723.7266,0,0,-0.0001,1.0015,0.6931,1.6167,371,0.5315,0.4685,4.6985,631.4694,wave,0.2353,0.4242,1.5702,0.0000,1.0000,0.0000,62.6447,28,528.7639,0.3775,0.9869,9,1,65131.2266,3.3423,0.0000,3.3423,0.5587,0.7991,0.0000,6.5066,45540.8750,48,10.6596,499861.7188,7.3333,56426
43,15,LosAngeles_Small,train,IPPO,3600,6,104,53,0.5096,1.0000,0.0000,835.9434,167.1887,0.8381,4.3354,296.2727,560.9268,1092.5869,0.7376,23.1536,20.5359,794.4456,264.2726,717.2308,119538.4609,0,0,-0.0001,0.7573,0.6931,1.4259,372,0.5096,0.4904,4.3954,519.0942,ramp_up_down,0.2174,0.3852,1.6522,0.0000,1.0000,0.0000,77.7554,28,460.9355,0.2993,0.9128,8,2,57907.1055,3.5769,0.0000,3.5769,0.5972,0.9438,0.0000,2.6695,17913.0957,21,10.0620,708344.2500,6.4327,74592
43,16,LosAngeles_Small,train,FaithfulMAPPER,3600,6,108,52,0.4815,1.0000,0.0000,896.0961,224.0240,0.7114,4.3402,286.6744,623.8947,1317.9102,0.9194,22.9527,21.7099,892.9373,226.8227,680.7500,113458.3359,0,0,-0.0004,1.7838,0.6931,1.2859,375,0.4815,0.5185,4.4282,519.0942,ramp_up_down,0.2698,0.4738,1.6891,0.0000,1.0000,0.0000,23.0924,24,460.2528,0.3001,0.9133,8,1,68531.3281,3.4722,0.0000,3.4722,0.5744,1.1583,0.0000,2.7791,14971.4941,18,4.1610,670683.3125,7.3333,73521
43,17,LosAngeles_Small,train,MAPPO,3600,6,97,52,0.5361,1.0000,0.0000,878.1154,219.5288,0.7853,4.3341,219.8913,642.9250,1005.9931,0.9150,23.8873,22.0253,777.0063,231.5743,505.1443,84190.7188,0,0,-0.0000,1.7619,0.6931,2.1803,303,0.5361,0.4639,4.3074,519.0942,ramp_up_down,0.1919,0.3665,1.6261,0.0000,1.0000,1.0000,18.6927,28,460.3311,0.3049,0.7994,9,3,52311.6406,3.1237,0.0000,3.1237,0.4213,0.6688,0.0000,4.4528,26468.3203,30,1.7888,494402.4375,6.0722,48999
43,18,Tokyo_Small,train,IPPO,3600,6,106,67,0.6321,1.0000,0.0000,818.5224,272.8408,0.5223,4.0360,269.6786,629.2273,1151.1709,0.8537,28.4808,26.3312,858.8117,255.0553,472.5566,78759.4375,0,0,-0.0000,0.6286,0.6931,1.2654,386,0.6321,0.3679,4.0336,177.0000,flat,0.1342,0.2587,1.6377,0.0000,1.0000,0.0000,39.4444,12,178.2125,0.0575,0.8478,9,4,77128.4531,3.6415,0.0000,3.6415,0.6494,0.8860,0.0000,1.8754,10944.7246,4,1.5295,464396.9375,6.6321,50091
43,19,Tokyo_Small,train,FaithfulMAPPER,3600,6,106,52,0.4906,1.0000,0.0000,827.9615,413.9808,0.3629,4.0441,253.2609,629.6047,1066.7345,0.8424,29.1388,26.5245,802.4250,221.3534,423.3773,70562.8906,0,0,-0.0003,0.5598,0.6931,0.9673,370,0.4906,0.5094,4.0340,177.0000,flat,0.1324,0.2517,1.7140,0.0000,1.0000,0.0000,39.9140,12,177.5764,0.0568,0.7677,8,3,55470.1914,3.4906,0.0000,3.4906,0.5600,0.8924,0.0000,1.8963,10339.4453,7,1.7484,415092.7188,6.9811,44878
