seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,actor_loss,critic_loss,entropy,adv_std,n_experiences,wallclock_ms
43,152,Tokyo_Large,train,MAPPO,3600,15,111,10,0.0901,0.6306,0.3694,1413.3000,157.0333,0.6466,-0.0000,47.6239,0.6083,5.0115,98,578637
43,153,Tokyo_Small,train,MAPPO,3600,8,170,41,0.2412,0.3765,0.6235,1005.8049,201.1610,0.6590,-0.0000,2.0060,0.5874,1.3648,94,39496
43,154,Tokyo_Medium,train,MAPPO,3600,12,103,17,0.1650,0.5146,0.4854,1486.1765,247.6961,0.5522,-0.0000,6.3676,0.5975,2.3871,66,84280
43,155,Tokyo_Large,train,MAPPO,3600,15,109,8,0.0734,0.6055,0.3945,1849.7500,231.2188,0.5643,-0.0000,57.8291,0.6109,5.1884,98,2870513
43,156,Tokyo_Small,train,MAPPO,3600,8,169,34,0.2012,0.3314,0.6686,1361.9706,272.3941,0.6622,-0.0000,1.9044,0.5869,1.3055,82,41214
43,157,Tokyo_Medium,train,MAPPO,3600,12,119,20,0.1681,0.4706,0.5294,1942.9500,242.8687,0.6997,-0.0000,19.8109,0.6015,3.9490,79,138166
43,158,Tokyo_Large,train,MAPPO,3600,15,84,9,0.1071,0.7024,0.2976,1631.5555,233.0794,0.5096,-0.0000,38.8718,0.6089,5.1084,77,341196
43,159,Tokyo_Small,train,MAPPO,3600,8,149,29,0.1946,0.3557,0.6443,1303.7587,325.9397,0.6089,-0.0000,2.1139,0.5870,1.2940,78,32159
43,160,Tokyo_Medium,train,MAPPO,3600,12,100,15,0.1500,0.5100,0.4900,1298.1333,162.2667,0.6883,-0.0000,11.3423,0.5979,2.4813,82,164606
43,161,Tokyo_Large,train,MAPPO,3600,15,124,10,0.0806,0.5645,0.4355,1708.4000,189.8222,0.6097,-0.0000,41.9319,0.6095,4.4776,107,662142
43,162,Tokyo_Small,train,MAPPO,3600,8,144,34,0.2361,0.4028,0.5972,993.3235,198.6647,0.6644,-0.0000,1.8109,0.5858,1.2519,76,33327
43,163,Tokyo_Medium,train,MAPPO,3600,12,144,21,0.1458,0.3958,0.6042,1647.6666,235.3810,0.6572,-0.0000,10.1211,0.6010,2.7810,84,202439
43,164,Tokyo_Large,train,MAPPO,3600,15,103,8,0.0777,0.6602,0.3398,1812.3750,226.5469,0.5433,-0.0000,48.8667,0.6100,5.4084,94,550775
43,165,Tokyo_Small,train,MAPPO,3600,8,169,35,0.2071,0.3491,0.6509,1176.8857,235.3772,0.6920,-0.0000,2.0879,0.5865,1.4470,77,69372
43,166,Tokyo_Medium,train,MAPPO,3600,12,100,15,0.1500,0.5000,0.5000,1560.9333,222.9905,0.5890,-0.0000,10.6074,0.5961,2.9794,72,226243
43,167,Tokyo_Large,train,MAPPO,3600,15,114,7,0.0614,0.5877,0.4123,1362.4286,227.0714,0.4560,-0.0000,32.8776,0.6076,4.2462,110,580781
43,168,Tokyo_Small,train,MAPPO,3600,8,119,28,0.2353,0.4370,0.5630,1004.2857,200.8571,0.6778,-0.0000,2.9926,0.5845,1.5965,74,29604
43,169,Tokyo_Medium,train,MAPPO,3600,12,111,19,0.1712,0.4955,0.5045,1451.2106,207.3158,0.6267,-0.0001,15.8957,0.5949,3.5025,71,80430
43,170,Tokyo_Large,train,MAPPO,3600,15,122,11,0.0902,0.5656,0.4344,1611.7273,179.0808,0.6324,-0.0000,62.8832,0.6103,5.5155,100,1039503
43,171,Tokyo_Small,train,MAPPO,3600,8,148,24,0.1622,0.3243,0.6757,1405.6250,281.1250,0.6883,-0.0002,5.9047,0.5877,2.4154,69,50222
43,172,Tokyo_Medium,train,MAPPO,3600,12,114,18,0.1579,0.4737,0.5263,1659.4445,237.0635,0.6361,-0.0000,15.0438,0.5983,3.3391,68,125782
43,173,Tokyo_Large,train,MAPPO,3600,15,93,9,0.0968,0.7419,0.2581,1494.8889,213.5556,0.5101,-0.0000,51.2581,0.6089,5.5128,105,781888
43,174,Tokyo_Small,train,MAPPO,3600,8,148,27,0.1824,0.3446,0.6554,1254.2222,250.8444,0.6687,-0.0000,2.9867,0.5878,1.7293,69,44252
43,175,Tokyo_Medium,train,MAPPO,3600,12,94,20,0.2128,0.5851,0.4149,1686.1000,240.8714,0.6007,-0.0000,8.1524,0.5994,2.7325,76,100012
43,176,Tokyo_Large,train,MAPPO,3600,15,112,9,0.0804,0.6161,0.3839,2030.1111,253.7639,0.5991,-0.0000,39.3757,0.6116,4.9752,107,793435
43,177,Tokyo_Small,train,MAPPO,3600,8,137,29,0.2117,0.3869,0.6131,1218.6552,243.7310,0.6963,-0.0000,2.2376,0.5867,1.2566,71,47907
43,178,Tokyo_Medium,train,MAPPO,3600,12,129,20,0.1550,0.4341,0.5659,1649.9000,235.7000,0.6094,-0.0001,7.9605,0.5959,2.5539,72,189023
43,179,Tokyo_Large,train,MAPPO,3600,15,109,8,0.0734,0.6147,0.3853,1704.3750,213.0469,0.5836,-0.0000,33.8867,0.6090,4.7217,85,692311
43,180,Tokyo_Small,train,MAPPO,3600,8,157,34,0.2166,0.3694,0.6306,984.7647,196.9529,0.6380,-0.0000,1.5703,0.5826,1.2206,77,32259
43,181,Tokyo_Medium,train,MAPPO,3600,12,97,17,0.1753,0.5464,0.4536,1531.6471,255.2745,0.5375,-0.0001,20.5756,0.5964,3.7764,68,101432
43,182,Tokyo_Large,train,MAPPO,3600,15,96,11,0.1146,0.7292,0.2708,1725.9091,215.7386,0.5419,-0.0000,36.1402,0.6057,4.6527,105,335480
43,183,Tokyo_Small,train,MAPPO,3600,8,157,36,0.2293,0.3822,0.6178,1157.5278,231.5056,0.7123,-0.0000,2.5493,0.5853,1.3924,71,40349
43,184,Tokyo_Medium,train,MAPPO,3600,12,116,21,0.1810,0.4914,0.5086,1777.5714,253.9388,0.6017,-0.0000,16.1334,0.5973,3.7178,83,185935
43,185,Tokyo_Large,train,MAPPO,3600,15,99,14,0.1414,0.7475,0.2525,1632.0714,181.3413,0.6186,-0.0001,42.2696,0.6083,4.9641,104,224671
43,186,Tokyo_Small,train,MAPPO,3600,8,159,31,0.1950,0.3459,0.6541,1141.6451,228.3290,0.6744,-0.0000,2.5446,0.5832,1.5777,75,37056
43,187,Tokyo_Medium,train,MAPPO,3600,12,99,19,0.1919,0.5455,0.4545,1623.7368,231.9624,0.6186,-0.0001,20.6146,0.5967,4.1225,82,127959
43,188,Tokyo_Large,train,MAPPO,3600,15,119,8,0.0672,0.5714,0.4286,1715.8750,190.6528,0.6566,-0.0000,37.5053,0.6097,4.5104,97,808221
43,189,Tokyo_Small,train,MAPPO,3600,8,145,37,0.2552,0.4138,0.5862,1070.5946,214.1189,0.6730,-0.0000,4.1517,0.5845,1.9778,73,40167
43,190,Tokyo_Medium,train,MAPPO,3600,12,127,19,0.1496,0.4331,0.5669,1548.1578,258.0263,0.5692,-0.0000,8.5982,0.5963,2.6942,75,324329
43,191,Tokyo_Large,train,MAPPO,3600,15,131,14,0.1069,0.5649,0.4351,1672.8572,185.8730,0.6377,-0.0000,59.0967,0.6079,4.6570,108,1041624
43,192,Tokyo_Small,train,MAPPO,3600,8,160,34,0.2125,0.3625,0.6375,1180.4706,236.0941,0.6880,-0.0000,2.7338,0.5859,1.5806,85,54359
43,193,Tokyo_Medium,train,MAPPO,3600,12,118,11,0.0932,0.3983,0.6017,1807.5454,258.2208,0.6170,-0.0001,15.9564,0.5979,2.9671,66,182233
43,194,Tokyo_Large,train,MAPPO,3600,15,113,10,0.0885,0.6106,0.3894,1737.1000,248.1571,0.5319,-0.0000,45.2743,0.6072,4.9853,85,814735
43,195,Tokyo_Small,eval,MAPPO,3600,8,155,24,0.1548,0.3097,0.6903,1234.3334,246.8667,0.6886,0.0000,0.0000,0.0000,0.0000,0,50366
43,196,Tokyo_Small,eval,MAPPO,3600,8,141,27,0.1915,0.3617,0.6383,1198.1852,239.6370,0.6735,0.0000,0.0000,0.0000,0.0000,0,41691
43,197,Tokyo_Small,eval,MAPPO,3600,8,159,33,0.2075,0.3585,0.6415,1102.8788,220.5758,0.6841,0.0000,0.0000,0.0000,0.0000,0,59947
43,198,Tokyo_Small,eval,TamAlwaysAccept,3600,8,146,35,0.2397,0.4041,0.5959,1356.8000,271.3600,0.7034,0.0000,0.0000,0.0000,0.0000,0,37538
43,199,Tokyo_Small,eval,TamAlwaysAccept,3600,8,154,30,0.1948,0.3506,0.6494,1222.0667,244.4133,0.6868,0.0000,0.0000,0.0000,0.0000,0,35321
43,200,Tokyo_Small,eval,TamAlwaysAccept,3600,8,159,35,0.2201,0.3711,0.6289,1147.9429,229.5886,0.6976,0.0000,0.0000,0.0000,0.0000,0,41680
43,201,Tokyo_Small,eval,Greedy,3600,8,173,15,0.0867,0.2254,0.7746,2049.2666,409.8533,0.7197,0.0000,0.0000,0.0000,0.0000,0,9483
43,202,Tokyo_Small,eval,Greedy,3600,8,148,14,0.0946,0.2568,0.7432,1773.7858,354.7571,0.7074,0.0000,0.0000,0.0000,0.0000,0,4734
43,203,Tokyo_Small,eval,Greedy,3600,8,158,16,0.1013,0.2532,0.7468,1665.9375,333.1875,0.7233,0.0000,0.0000,0.0000,0.0000,0,5556
43,204,Tokyo_Small,eval,Random,3600,8,160,14,0.0875,0.2250,0.7750,1723.0000,344.6000,0.7309,0.0000,0.0000,0.0000,0.0000,0,5592
43,205,Tokyo_Small,eval,Random,3600,8,157,15,0.0955,0.2484,0.7516,1601.6666,320.3333,0.7202,0.0000,0.0000,0.0000,0.0000,0,4649
43,206,Tokyo_Small,eval,Random,3600,8,158,19,0.1203,0.2722,0.7278,1257.9474,251.5895,0.7120,0.0000,0.0000,0.0000,0.0000,0,4037
43,207,Tokyo_Small,eval,InsertionGreedy,3600,8,155,18,0.1161,0.2710,0.7290,1423.2222,284.6444,0.6937,0.0000,0.0000,0.0000,0.0000,0,9195
43,208,Tokyo_Small,eval,InsertionGreedy,3600,8,143,23,0.1608,0.3217,0.6783,1403.9565,280.7913,0.6988,0.0000,0.0000,0.0000,0.0000,0,7934
43,209,Tokyo_Small,eval,InsertionGreedy,3600,8,169,19,0.1124,0.2544,0.7456,1540.5790,308.1158,0.7202,0.0000,0.0000,0.0000,0.0000,0,7537
43,210,Tokyo_Medium,eval,MAPPO,3600,12,107,12,0.1121,0.4486,0.5514,1755.2500,250.7500,0.6173,0.0000,0.0000,0.0000,0.0000,0,218017
43,211,Tokyo_Medium,eval,MAPPO,3600,12,114,15,0.1316,0.4474,0.5526,1594.6666,227.8095,0.6391,0.0000,0.0000,0.0000,0.0000,0,92217
43,212,Tokyo_Medium,eval,MAPPO,3600,12,117,20,0.1709,0.4786,0.5214,1491.0000,186.3750,0.6673,0.0000,0.0000,0.0000,0.0000,0,96160
43,213,Tokyo_Medium,eval,TamAlwaysAccept,3600,12,111,15,0.1351,0.4595,0.5405,1527.2667,218.1810,0.6033,0.0000,0.0000,0.0000,0.0000,0,86886
43,214,Tokyo_Medium,eval,TamAlwaysAccept,3600,12,101,12,0.1188,0.4752,0.5248,1564.9166,260.8194,0.5759,0.0000,0.0000,0.0000,0.0000,0,84512
43,215,Tokyo_Medium,eval,TamAlwaysAccept,3600,12,117,17,0.1453,0.4530,0.5470,1506.4706,215.2101,0.6606,0.0000,0.0000,0.0000,0.0000,0,87766
43,216,Tokyo_Medium,eval,Greedy,3600,12,113,11,0.0973,0.4159,0.5841,1606.7273,200.8409,0.6821,0.0000,0.0000,0.0000,0.0000,0,24165
43,217,Tokyo_Medium,eval,Greedy,3600,12,135,9,0.0667,0.3333,0.6667,1943.7778,277.6826,0.6618,0.0000,0.0000,0.0000,0.0000,0,17907
43,218,Tokyo_Medium,eval,Greedy,3600,12,120,7,0.0583,0.3583,0.6417,2144.2856,306.3265,0.6666,0.0000,0.0000,0.0000,0.0000,0,15700
43,219,Tokyo_Medium,eval,Random,3600,12,105,10,0.0952,0.4381,0.5619,2084.2000,260.5250,0.7062,0.0000,0.0000,0.0000,0.0000,0,17277
43,220,Tokyo_Medium,eval,Random,3600,12,118,8,0.0678,0.3559,0.6441,2139.7500,267.4688,0.6773,0.0000,0.0000,0.0000,0.0000,0,24025
43,221,Tokyo_Medium,eval,Random,3600,12,117,9,0.0769,0.3846,0.6154,2227.1111,278.3889,0.7105,0.0000,0.0000,0.0000,0.0000,0,17524
43,222,Tokyo_Medium,eval,InsertionGreedy,3600,12,134,8,0.0597,0.3284,0.6716,2097.0000,262.1250,0.6856,0.0000,0.0000,0.0000,0.0000,0,36805
43,223,Tokyo_Medium,eval,InsertionGreedy,3600,12,121,10,0.0826,0.3802,0.6198,1882.7000,268.9571,0.6591,0.0000,0.0000,0.0000,0.0000,0,41595
43,224,Tokyo_Medium,eval,InsertionGreedy,3600,12,100,11,0.1100,0.4700,0.5300,1636.9091,204.6136,0.6698,0.0000,0.0000,0.0000,0.0000,0,31133
43,225,Tokyo_Large,eval,MAPPO,3600,15,125,18,0.1440,0.6160,0.3840,1934.6111,241.8264,0.5655,0.0000,0.0000,0.0000,0.0000,0,709145
43,226,Tokyo_Large,eval,MAPPO,3600,15,115,13,0.1130,0.6348,0.3652,1782.0000,222.7500,0.5808,0.0000,0.0000,0.0000,0.0000,0,610379
43,227,Tokyo_Large,eval,MAPPO,3600,15,119,7,0.0588,0.5630,0.4370,1350.2858,168.7857,0.5614,0.0000,0.0000,0.0000,0.0000,0,724703
43,228,Tokyo_Large,eval,TamAlwaysAccept,3600,15,104,8,0.0769,0.6538,0.3462,2124.7500,212.4750,0.6701,0.0000,0.0000,0.0000,0.0000,0,393763
43,229,Tokyo_Large,eval,TamAlwaysAccept,3600,15,110,5,0.0455,0.5909,0.4091,2376.3999,264.0444,0.6061,0.0000,0.0000,0.0000,0.0000,0,515486
43,230,Tokyo_Large,eval,TamAlwaysAccept,3600,15,114,9,0.0789,0.6053,0.3947,1142.7778,142.8472,0.5666,0.0000,0.0000,0.0000,0.0000,0,3206995
43,231,Tokyo_Large,eval,Greedy,3600,15,112,2,0.0179,0.5536,0.4464,2509.5000,278.8333,0.6349,0.0000,0.0000,0.0000,0.0000,0,199253
43,232,Tokyo_Large,eval,Greedy,3600,15,111,4,0.0360,0.5766,0.4234,1898.5000,271.2143,0.5054,0.0000,0.0000,0.0000,0.0000,0,35734
43,233,Tokyo_Large,eval,Greedy,3600,15,92,2,0.0217,0.6739,0.3261,2443.5000,305.4375,0.5788,0.0000,0.0000,0.0000,0.0000,0,39477
43,234,Tokyo_Large,eval,Random,3600,15,117,3,0.0256,0.5214,0.4786,2138.0000,213.8000,0.6693,0.0000,0.0000,0.0000,0.0000,0,47412
43,235,Tokyo_Large,eval,Random,3600,15,102,4,0.0392,0.6275,0.3725,1989.0000,248.6250,0.5449,0.0000,0.0000,0.0000,0.0000,0,38216
43,236,Tokyo_Large,eval,Random,3600,15,123,5,0.0407,0.5285,0.4715,1957.2000,195.7200,0.6816,0.0000,0.0000,0.0000,0.0000,0,32084
43,237,Tokyo_Large,eval,InsertionGreedy,3600,15,118,6,0.0508,0.5593,0.4407,1667.1666,208.3958,0.5701,0.0000,0.0000,0.0000,0.0000,0,85537
43,238,Tokyo_Large,eval,InsertionGreedy,3600,15,90,5,0.0556,0.6778,0.3222,1493.4000,298.6800,0.3876,0.0000,0.0000,0.0000,0.0000,0,116456
43,239,Tokyo_Large,eval,InsertionGreedy,3600,15,113,5,0.0442,0.5752,0.4248,2121.2000,303.0286,0.4968,0.0000,0.0000,0.0000,0.0000,0,124860
