seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,bbox_area_km2,convex_hull_km2,mean_pd_hav_m,mean_nn_pickup_m,compute_time_per_task_ms,compute_time_per_decision_us,pairing_violations,capacity_violations,actor_loss,critic_loss,entropy,adv_std,n_experiences,completion_per_accepted,unfinished_accept_rate,mean_congestion_at_decision,n_ghost_active_mean,congestion_profile,agent_completed_gini,agent_completed_std,mean_imp_accepted,mean_imp_refused,accept_rate_high_cong,accept_rate_low_cong,mean_extra_steps_per_task,wallclock_ms
43,63,Kyoto_Small,train,MAPPO,3600,8,128,72,0.5625,0.9766,0.0234,647.3195,323.6597,0.3320,0.9856,257.8000,364.6400,1046.8259,0.8121,19.7822,17.7998,798.3890,169.4097,43.6562,5457.0312,0,0,0.0000,8.5372,0.6883,2.8550,286,0.5760,0.4240,0.9844,6.5039,ramp_up_down,0.3448,0.6081,1.2508,1.6244,0.9841,0.5000,48.4348,5588
43,64,LosAngeles_Small,train,FaithfulMAPPER,3600,8,114,52,0.4561,0.9298,0.0702,852.9423,426.4712,0.3342,0.9587,223.9556,642.4762,1137.2767,1.0000,23.8296,21.5465,880.0049,225.5213,57.3596,7169.9561,0,0,0.0130,9.1849,0.6899,0.5133,184,0.4906,0.5094,0.9659,6.5039,ramp_up_down,0.4010,0.7230,1.2462,1.2391,0.9636,0.0000,0.0000,6539
43,65,LosAngeles_Small,train,MAPPO,3600,8,151,52,0.3444,0.9470,0.0530,774.9039,774.9039,0.2073,0.9584,198.1915,553.7105,864.6990,0.8726,24.4316,23.0145,812.9594,215.3277,428.9007,53612.5820,0,0,0.0122,21.1869,0.6879,4.1162,304,0.3636,0.6364,0.9868,6.5039,ramp_up_down,0.3924,0.7081,1.2560,1.4295,0.9597,0.0000,25.2517,64764
43,66,Tokyo_Small,train,FaithfulMAPPER,3600,8,130,55,0.4231,0.9462,0.0538,665.7636,221.9212,0.4170,0.9797,239.5625,437.4773,1134.9865,0.9475,29.3308,27.6932,829.4931,209.4624,159.2692,19908.6543,0,0,0.0051,14.2091,0.6890,0.5378,239,0.4472,0.5528,0.9769,12.1967,wave,0.3408,0.6085,1.2994,1.4047,0.9606,0.3333,12.5652,20705
43,67,Tokyo_Small,train,MAPPO,3600,8,130,53,0.4077,0.9308,0.0692,747.2075,249.0692,0.3825,0.9985,237.5870,535.2368,1174.9639,0.9891,28.7654,25.7910,829.3401,227.5430,76.0769,9509.6152,0,0,-0.0031,9.1832,0.6874,3.0258,247,0.4380,0.5620,0.9846,12.1967,wave,0.3967,0.7230,1.2100,1.2477,0.9375,0.5000,2.5942,9890
43,68,Kyoto_Small,train,FaithfulMAPPER,3600,8,121,53,0.4380,0.9339,0.0661,692.9434,230.9811,0.4271,0.9885,266.7451,426.9167,1092.3563,0.8190,19.1611,17.3826,832.6668,179.8406,194.1488,24268.5957,0,0,-0.0088,12.7074,0.6881,0.4265,224,0.4690,0.5310,0.9842,12.1967,wave,0.3918,0.7330,1.3115,1.3166,0.9412,0.5000,48.2738,23492
43,69,Kyoto_Small,train,MAPPO,3600,8,117,66,0.5641,0.9829,0.0171,813.7879,271.2626,0.4380,0.9845,263.4310,507.1304,1132.3607,0.8597,19.6245,16.8207,835.3152,189.2878,45.2222,5652.7778,0,0,0.0101,8.9130,0.6837,3.0113,261,0.5739,0.4261,0.9918,12.1967,wave,0.4007,0.7394,1.3300,0.8493,0.9914,0.0000,36.9589,5291
43,70,LosAngeles_Small,train,FaithfulMAPPER,3600,8,139,64,0.4604,0.9496,0.0504,809.6562,404.8281,0.2765,0.9951,258.7500,453.8333,1193.9323,0.9228,23.6853,22.6206,865.0665,195.5529,80.3813,10047.6621,0,0,0.0047,8.4829,0.6881,0.6124,244,0.4848,0.5152,0.9784,6.5039,ramp_up_down,0.3667,0.6641,1.2553,1.2236,0.9632,0.3333,19.9635,11173
43,71,LosAngeles_Small,train,MAPPO,3600,8,107,71,0.6636,0.9533,0.0467,682.9718,341.4859,0.3124,0.9586,281.2000,432.8511,994.6981,0.7075,23.9639,20.1574,810.9585,218.2485,26.0935,3261.6821,0,0,-0.0329,5.7457,0.6836,2.3825,233,0.6961,0.3039,0.9813,6.5039,ramp_up_down,0.4600,0.8460,1.2468,1.1766,0.9714,0.0000,82.2604,2792
43,72,Tokyo_Small,train,FaithfulMAPPER,3600,8,157,67,0.4268,0.9745,0.0255,700.2985,350.1493,0.3187,0.9848,226.2000,512.3913,1082.8939,0.9575,29.6831,28.1630,758.6234,179.8286,113.1465,14143.3125,0,0,-0.0063,6.2454,0.6876,0.4828,297,0.4379,0.5621,0.9682,9.5000,building_up,0.3881,0.6948,1.1783,1.2247,0.9934,0.4000,9.6212,17764
43,73,Tokyo_Small,train,MAPPO,3600,8,113,50,0.4425,0.9469,0.0531,721.9800,360.9900,0.3017,0.9840,240.1555,467.1000,1011.1364,0.8421,28.9395,26.5954,822.3579,224.6820,72.5664,9070.7969,0,0,0.0087,8.0321,0.6853,2.7120,274,0.4673,0.5327,0.9739,9.5000,building_up,0.4583,0.8430,1.2819,1.2890,0.9636,0.3333,37.9283,8200
43,74,Kyoto_Small,train,FaithfulMAPPER,3600,8,126,67,0.5317,0.9762,0.0238,666.5522,333.2761,0.3334,0.9810,206.1091,504.7609,1033.5862,1.0000,19.5815,17.8333,791.9752,169.7497,64.4048,8050.5952,0,0,-0.0071,8.9954,0.6892,0.5445,200,0.5447,0.4553,0.9841,6.5039,ramp_up_down,0.3842,0.6976,1.3168,1.4118,0.9839,0.5000,0.0000,8115
43,75,Kyoto_Small,train,MAPPO,3600,8,157,75,0.4777,0.9745,0.0255,784.5867,261.5289,0.4672,0.9734,253.8438,482.8600,1107.3174,0.8724,19.8804,18.0094,796.8876,155.3867,78.4650,9808.1211,0,0,-0.0113,9.6648,0.6868,2.9764,329,0.4902,0.5098,0.9873,6.5039,ramp_up_down,0.4424,0.8469,1.2279,1.4849,0.9806,0.5000,32.3803,12319
43,76,LosAngeles_Small,train,FaithfulMAPPER,3600,8,142,76,0.5352,0.9437,0.0563,657.7500,657.7500,0.1919,0.9586,199.9848,472.6852,927.7452,0.9278,23.7699,19.1127,782.4158,162.7288,53.3521,6669.0142,0,0,0.0317,7.2111,0.6877,0.5539,259,0.5672,0.4328,0.9718,6.5039,ramp_up_down,0.3521,0.6365,1.2820,1.3673,0.9710,0.0000,14.4358,7576
43,77,LosAngeles_Small,train,MAPPO,3600,8,136,50,0.3676,0.9191,0.0809,548.2600,548.2600,0.2038,0.9817,186.8182,436.3111,973.4600,1.0000,24.5280,22.1702,847.6405,190.9142,199.1250,24890.6250,0,0,-0.0000,12.9164,0.6855,3.3609,276,0.4000,0.6000,0.9779,6.5039,ramp_up_down,0.4429,0.9147,1.1778,1.2925,0.9323,0.3333,0.0000,27081
43,78,Tokyo_Small,train,FaithfulMAPPER,3600,8,121,53,0.4380,0.9339,0.0661,823.9245,274.6415,0.3788,0.9654,234.7111,577.4878,951.1844,0.8105,29.7176,28.3811,773.7684,239.3945,61.4793,7684.9175,0,0,-0.0081,5.1505,0.6878,0.4873,218,0.4690,0.5310,0.9835,6.5039,ramp_up_down,0.3365,0.5930,1.2230,1.0309,0.9412,0.5000,44.4742,7439
43,79,Tokyo_Small,train,MAPPO,3600,8,112,49,0.4375,0.8661,0.1339,852.7143,426.3571,0.3066,0.9857,282.0000,480.2000,1266.1545,0.8980,28.8351,25.9102,922.7537,233.8999,61.0714,7633.9287,0,0,-0.0005,10.7848,0.6837,3.2834,224,0.5052,0.4948,0.9821,6.5039,ramp_up_down,0.2667,0.4873,1.2566,1.5443,0.8727,0.5000,28.7691,6840
43,80,Kyoto_Small,train,FaithfulMAPPER,3600,8,140,73,0.5214,0.9929,0.0071,664.7397,332.3699,0.3570,0.9664,206.8806,442.4107,1101.1310,1.0000,19.7932,17.2293,908.0187,153.8886,83.5929,10449.1074,0,0,0.0739,9.9030,0.6875,0.5352,267,0.5252,0.4748,0.9863,9.5000,building_up,0.3994,0.7390,1.1897,0.8729,1.0000,0.5000,0.0000,11703
43,81,Kyoto_Small,train,MAPPO,3600,8,113,78,0.6903,0.9558,0.0442,712.7949,356.3974,0.2690,0.9972,253.6875,434.7647,1030.9747,0.8128,19.4903,17.9064,780.3193,182.2343,14.6283,1828.5398,0,0,-0.0001,4.1407,0.6829,1.8070,256,0.7222,0.2778,0.9823,9.5000,building_up,0.3431,0.6240,1.2174,1.2138,0.9640,0.5000,47.4926,1653
43,82,LosAngeles_Small,train,FaithfulMAPPER,3600,8,134,66,0.4925,0.9701,0.0299,660.6970,660.6970,0.1915,0.9867,248.0179,436.8723,1077.1371,0.8686,23.3966,21.1946,851.4781,201.9402,54.2910,6786.3804,0,0,0.0011,9.2851,0.6866,0.6353,237,0.5077,0.4923,0.9782,6.5039,ramp_up_down,0.4025,0.7356,1.2312,1.2334,0.9847,0.3333,32.5904,7275
43,83,LosAngeles_Small,train,MAPPO,3600,8,103,53,0.5146,0.9612,0.0388,872.6981,872.6981,0.2146,0.9586,283.6522,574.4286,1321.1146,0.9315,23.1849,21.2139,928.0708,218.7345,69.0291,8628.6406,0,0,-0.0053,10.7587,0.6816,3.1806,204,0.5354,0.4646,0.9810,6.5039,ramp_up_down,0.2609,0.4581,1.2077,1.0778,0.9802,0.0000,19.4292,7110
43,84,Tokyo_Small,train,FaithfulMAPPER,3600,8,148,89,0.6014,0.9730,0.0270,654.4382,163.6096,0.6096,0.9693,200.7973,444.3548,1007.4929,1.0000,28.0358,25.9625,934.0452,208.9648,50.6892,6336.1484,0,0,0.0052,6.5727,0.6864,0.7503,254,0.6181,0.3819,0.9865,6.5039,ramp_up_down,0.3801,0.7365,1.2621,1.2413,0.9795,0.5000,0.0000,7502
43,85,Tokyo_Small,train,MAPPO,3600,8,121,56,0.4628,0.9421,0.0579,741.5000,370.7500,0.2907,0.9665,214.9375,474.9474,950.7457,0.8847,29.0754,27.0762,816.0803,215.4458,83.1405,10392.5615,0,0,0.0392,8.6765,0.6801,2.8258,292,0.4912,0.5088,0.9845,6.5039,ramp_up_down,0.4022,0.7585,1.2979,0.7950,0.9496,0.5000,24.7884,10060
43,86,Kyoto_Small,train,FaithfulMAPPER,3600,8,129,69,0.5349,0.9690,0.0310,617.5363,308.7681,0.3602,0.9843,181.9322,429.0385,895.9982,0.9850,19.8494,17.7373,757.9338,163.1141,48.2791,6034.8838,0,0,-0.0152,8.0731,0.6886,0.4883,209,0.5520,0.4480,1.0004,12.1967,wave,0.3900,0.7110,1.3115,1.0106,0.9690,0.0000,2.7326,6228
43,87,Kyoto_Small,train,MAPPO,3600,8,151,88,0.5828,0.9735,0.0265,746.7955,248.9318,0.4091,0.9946,238.7778,518.7627,1069.8434,0.8961,19.4156,18.0676,826.1906,145.9210,27.0132,3376.6555,0,0,-0.0058,7.4548,0.6781,2.7338,305,0.5986,0.4014,0.9876,12.1967,wave,0.4417,0.7803,1.2324,1.1316,0.9799,0.5000,24.8091,4079
43,88,LosAngeles_Small,train,FaithfulMAPPER,3600,8,129,56,0.4341,0.8837,0.1163,735.3571,367.6786,0.2812,1.0003,223.2826,524.1667,1023.7523,0.9170,23.5109,20.7992,836.1298,208.6605,64.5814,8072.6743,0,0,-0.0431,7.2358,0.6864,0.6059,185,0.4912,0.5088,1.0000,5.8000,shock_burst,0.4704,0.8459,1.2073,1.3396,0.8837,0.0000,18.5322,8331
43,89,LosAngeles_Small,train,MAPPO,3600,8,136,51,0.3750,0.9853,0.0147,742.9804,371.4902,0.2871,1.0002,228.3556,519.7568,1083.4579,0.9489,23.6043,20.1860,922.8806,195.3786,369.9044,46238.0508,0,0,0.0028,17.1423,0.6743,3.5933,312,0.3806,0.6194,1.0000,5.8000,shock_burst,0.4910,0.9555,1.1831,1.4229,0.9853,0.0000,11.6640,50307
43,90,Tokyo_Small,train,FaithfulMAPPER,3600,8,141,64,0.4539,0.9574,0.0426,763.2344,254.4115,0.4549,1.0003,306.2000,437.0425,1198.5492,0.7829,29.7699,28.0199,945.3767,207.9713,146.9858,18373.2266,0,0,0.0127,12.9739,0.6843,0.6950,233,0.4741,0.5259,1.0000,2.0000,flat,0.3838,0.7444,1.2370,1.0104,0.9574,0.0000,66.4902,20725
43,91,Tokyo_Small,train,MAPPO,3600,8,118,68,0.5763,0.9492,0.0508,674.4706,337.2353,0.3264,1.0002,229.0667,527.5000,894.7090,0.7812,28.4050,25.1608,815.8709,216.3304,92.2458,11530.7207,0,0,-0.0171,8.5034,0.6779,2.9140,264,0.6071,0.3929,1.0000,2.0000,flat,0.4425,0.8434,1.2747,1.1554,0.9492,0.0000,50.1249,10885
43,92,Kyoto_Small,train,FaithfulMAPPER,3600,8,135,83,0.6148,0.9630,0.0370,697.9639,232.6546,0.4784,1.0002,214.8235,509.9831,1040.0114,0.9682,19.6868,18.3582,840.6996,174.9588,27.3481,3418.5186,0,0,-0.0001,3.8698,0.6828,0.5308,231,0.6385,0.3615,1.0000,2.0000,flat,0.3663,0.6452,1.2478,1.0871,0.9630,0.0000,6.8213,3692
43,93,Kyoto_Small,train,MAPPO,3600,8,147,75,0.5102,0.9728,0.0272,819.4933,204.8733,0.6097,1.0002,272.8254,583.5769,1099.4087,0.8059,19.6053,18.4913,851.1912,162.7840,51.3741,6421.7686,0,0,0.0008,10.9151,0.6781,3.2972,342,0.5245,0.4755,1.0009,2.0000,flat,0.3262,0.5794,1.2606,0.9263,0.9728,0.0000,52.9437,7552
43,94,LosAngeles_Small,train,FaithfulMAPPER,3600,8,135,72,0.5333,0.9630,0.0370,737.0833,368.5417,0.2664,0.9501,222.0167,525.8627,1034.9142,0.9323,23.6925,21.3830,871.1426,187.0250,65.9259,8240.7412,0,0,-0.0462,8.9074,0.6814,0.6409,221,0.5538,0.4462,0.9855,9.5000,building_up,0.2861,0.5236,1.2205,1.0567,0.9774,0.0000,15.0338,8900
43,95,LosAngeles_Small,train,MAPPO,3600,8,132,52,0.3939,0.9697,0.0303,984.5000,984.5000,0.2038,0.9794,243.0652,645.2250,1178.2555,0.9695,24.1218,22.2772,840.6065,199.6985,222.6212,27827.6523,0,0,-0.0053,13.8862,0.6730,3.5653,309,0.4062,0.5938,0.9854,9.5000,building_up,0.3352,0.5961,1.2671,1.6218,0.9769,0.5000,7.4141,29386
43,96,Tokyo_Small,train,FaithfulMAPPER,3600,8,131,51,0.3893,0.9084,0.0916,877.8431,438.9216,0.2819,1.0002,285.0000,636.1081,1164.5194,0.8172,29.7013,26.7547,807.2061,228.7691,141.9618,17745.2285,0,0,-0.0093,11.9987,0.6796,0.6249,196,0.4286,0.5714,1.0014,5.8000,shock_burst,0.4045,0.7413,1.3103,1.2761,0.9084,0.0000,52.0961,18597
43,97,Tokyo_Small,train,MAPPO,3600,8,131,68,0.5191,0.9084,0.0916,762.0883,254.0294,0.3919,1.0007,244.4828,563.3091,1045.7659,0.8555,29.0716,26.9468,817.7470,212.3427,81.9008,10237.5957,0,0,0.0823,7.8619,0.6736,2.7970,290,0.5714,0.4286,1.0003,5.8000,shock_burst,0.3847,0.7857,1.2309,1.3125,0.9084,0.0000,35.3296,10729
43,98,Kyoto_Small,train,FaithfulMAPPER,3600,8,129,68,0.5271,0.9922,0.0078,763.4265,381.7132,0.2512,1.0002,223.8814,522.9388,1013.8919,0.9057,19.9654,18.1984,764.3441,180.4978,56.2171,7027.1318,0,0,0.0020,6.9420,0.6796,0.5020,238,0.5312,0.4688,1.0000,2.0000,flat,0.3316,0.6180,1.2469,1.6260,0.9922,0.0000,21.1030,7252
43,99,Kyoto_Small,train,MAPPO,3600,8,125,73,0.5840,0.9680,0.0320,859.6439,429.8219,0.2941,1.0004,291.9524,556.1200,1070.3717,0.7333,19.6967,17.7543,848.8314,171.2463,50.8480,6356.0000,0,0,0.0007,10.7686,0.6744,3.2547,277,0.6033,0.3967,1.0000,2.0000,flat,0.4053,0.7609,1.2309,1.2374,0.9680,0.0000,77.8781,6356
43,100,LosAngeles_Small,train,FaithfulMAPPER,3600,8,135,60,0.4444,0.9556,0.0444,831.7333,277.2444,0.4145,1.0002,270.7647,544.3405,1006.3114,0.7433,24.0676,21.1052,873.8863,198.4407,238.2741,29784.2598,0,0,-0.0040,13.7451,0.6792,0.4697,229,0.4651,0.5349,1.0000,2.0000,flat,0.3376,0.6361,1.2347,1.2721,0.9556,0.0000,69.5024,32167
43,101,LosAngeles_Small,train,MAPPO,3600,8,117,60,0.5128,0.9658,0.0342,786.7000,262.2333,0.4651,1.0002,255.1296,553.5532,1124.8083,0.8818,23.7266,21.7579,945.6963,218.7797,169.1538,21144.2305,0,0,-0.0024,10.6222,0.6752,3.1703,314,0.5310,0.4690,1.0000,2.0000,flat,0.3333,0.5886,1.1748,1.2521,0.9658,0.0000,30.1680,19791
43,102,Tokyo_Small,train,FaithfulMAPPER,3600,8,130,72,0.5538,0.9769,0.0231,641.3055,213.7685,0.3774,0.9755,239.6719,414.0545,1084.2241,0.9048,29.6015,26.7829,860.6022,213.4732,37.7154,4714.4229,0,0,0.0574,6.7863,0.6793,0.6442,195,0.5669,0.4331,0.9846,6.5039,ramp_up_down,0.3434,0.6053,1.2684,1.1867,0.9844,0.5000,22.8271,4903
43,103,Tokyo_Small,train,MAPPO,3600,8,125,78,0.6240,0.9600,0.0400,851.6795,283.8932,0.3832,0.9831,225.5303,611.3461,1036.2067,0.9189,29.2944,26.6602,870.9356,219.5249,48.1520,6019.0000,0,0,-0.0036,6.9638,0.6759,2.6441,311,0.6500,0.3500,0.9840,6.5039,ramp_up_down,0.3900,0.7071,1.2535,1.3612,0.9675,0.5000,18.2890,6019
43,104,Kyoto_Small,train,FaithfulMAPPER,3600,8,128,69,0.5391,0.9453,0.0547,708.8840,236.2947,0.4406,0.9844,238.4098,476.5600,1153.2684,0.9675,19.8802,18.0455,821.6791,165.5849,25.6641,3208.0078,0,0,0.0066,3.5720,0.6788,0.5799,196,0.5702,0.4298,0.9925,12.1967,wave,0.4198,0.7816,1.2525,0.9534,0.9528,0.0000,7.7561,3285
43,105,Kyoto_Small,train,MAPPO,3600,8,125,74,0.5920,0.9760,0.0240,815.7838,407.8919,0.3155,0.9846,228.8548,572.5400,959.3405,0.8384,19.9756,18.4055,793.9288,185.3404,35.0880,4386.0000,0,0,-0.0000,7.5440,0.6736,2.7649,287,0.6066,0.3934,0.9928,12.1967,wave,0.3729,0.6712,1.2648,1.3165,0.9839,0.0000,36.9867,4386
43,106,LosAngeles_Small,train,FaithfulMAPPER,3600,8,111,70,0.6306,0.9640,0.0360,795.1286,198.7822,0.5423,0.9824,273.3833,484.5510,1109.3749,0.8116,22.4865,20.8775,841.1586,199.7879,33.8468,4230.8560,0,0,-0.0432,2.4473,0.6757,0.4682,181,0.6542,0.3458,1.0005,12.1967,wave,0.3714,0.6547,1.1851,1.5296,0.9640,0.0000,51.5084,3757
43,107,LosAngeles_Small,train,MAPPO,3600,8,127,61,0.4803,0.9606,0.0394,776.8033,258.9344,0.4298,0.9843,269.8776,557.3488,1149.6422,0.8520,22.9842,20.9120,884.3044,181.2836,160.6378,20079.7246,0,0,-0.0084,10.7844,0.6723,3.2705,301,0.5000,0.5000,0.9921,12.1967,wave,0.3462,0.6093,1.2768,1.0057,0.9683,0.0000,39.9491,20401
43,108,Tokyo_Small,train,FaithfulMAPPER,3600,8,110,61,0.5545,0.9273,0.0727,698.9180,232.9727,0.4448,1.0001,193.5000,495.3585,1061.4912,1.0000,28.8063,27.6701,818.5774,229.8244,90.6818,11335.2275,0,0,-0.0114,9.0858,0.6777,0.5559,182,0.5980,0.4020,1.0000,2.0000,flat,0.3542,0.6268,1.2265,1.2237,0.9273,0.0000,0.0000,9975
43,109,Tokyo_Small,train,MAPPO,3600,8,136,56,0.4118,0.9779,0.0221,742.4643,247.4881,0.4003,1.0003,325.1224,540.5952,1217.6252,0.7490,29.6860,27.1273,958.0344,198.8381,66.4559,8306.9854,0,0,0.0034,9.1431,0.6714,2.8089,337,0.4211,0.5789,1.0011,2.0000,flat,0.4535,0.8579,1.2861,0.9193,0.9779,0.0000,81.5974,9038
43,110,Kyoto_Small,train,FaithfulMAPPER,3600,8,119,59,0.4958,0.9832,0.0168,783.3898,783.3898,0.2080,1.0004,178.2857,595.2325,1024.2246,1.0000,20.0807,18.3238,839.3586,187.4529,210.4538,26306.7227,0,0,0.0063,10.8287,0.6765,0.4892,195,0.5043,0.4957,1.0012,2.0000,flat,0.3245,0.5946,1.2388,1.0683,0.9832,0.0000,0.0000,25044
43,111,Kyoto_Small,train,MAPPO,3600,8,110,61,0.5545,0.9455,0.0545,737.1312,368.5656,0.3004,1.0000,239.8627,493.1250,1049.1276,0.8748,19.5070,17.8145,866.8939,195.7326,54.9455,6868.1816,0,0,0.0092,10.5835,0.6713,3.2610,235,0.5865,0.4135,1.0000,2.0000,flat,0.3689,0.6633,1.2721,1.2524,0.9455,0.0000,30.0372,6044
43,112,LosAngeles_Small,train,FaithfulMAPPER,3600,8,117,63,0.5385,0.9402,0.0598,705.2222,352.6111,0.3098,0.9504,231.4200,493.8049,1017.8365,0.8796,22.4298,18.9219,874.3503,213.0391,39.5556,4944.4443,0,0,0.0058,7.9268,0.6732,0.5540,191,0.5727,0.4273,0.9829,9.5000,building_up,0.3173,0.5653,1.2582,1.2084,0.9565,0.0000,27.8527,4628
43,113,LosAngeles_Small,train,MAPPO,3600,8,103,51,0.4951,0.9903,0.0097,942.2157,942.2157,0.1642,0.9682,245.4783,732.2105,1225.7667,0.9987,22.8776,21.0617,833.3629,198.1001,70.0194,8752.4268,0,0,-0.0183,7.1677,0.6686,2.6707,270,0.5000,0.5000,0.9812,9.5000,building_up,0.3415,0.6014,1.2730,1.1090,1.0000,0.5000,0.3249,7212
43,114,Tokyo_Small,train,FaithfulMAPPER,3600,8,130,67,0.5154,0.9308,0.0692,657.9552,657.9552,0.1654,0.9909,210.5893,397.1915,1036.4573,0.9843,28.8202,26.4323,867.3672,224.3616,124.1231,15515.3848,0,0,-0.0135,8.7196,0.6780,0.6871,200,0.5537,0.4463,0.9769,9.5000,building_up,0.4684,0.9185,1.2455,1.4235,0.9370,0.6667,3.2978,16136
43,115,Tokyo_Small,train,MAPPO,3600,8,126,54,0.4286,0.9683,0.0317,698.7222,698.7222,0.1881,0.9501,262.1042,437.7442,1184.0885,0.9035,29.0163,26.9096,898.2229,228.5540,265.5794,33197.4219,0,0,0.0035,13.7498,0.6709,3.6027,313,0.4426,0.5574,0.9921,9.5000,building_up,0.3010,0.5426,1.2757,1.2980,0.9760,0.0000,25.2865,33463
43,116,Kyoto_Small,train,FaithfulMAPPER,3600,8,154,81,0.5260,0.9870,0.0130,654.3333,327.1667,0.3367,1.0006,213.7857,507.2182,907.4524,0.8489,19.9379,18.2539,774.4474,154.6510,44.2143,5526.7856,0,0,-0.0617,5.9291,0.6749,0.5299,258,0.5329,0.4671,1.0000,5.8000,shock_burst,0.4778,0.9202,1.2061,1.4085,0.9870,0.0000,32.2952,6809
43,117,Kyoto_Small,train,MAPPO,3600,8,119,58,0.4874,0.9748,0.0252,786.2931,262.0977,0.4255,1.0002,219.1176,567.9333,1146.9390,1.0000,20.0178,18.8208,877.6268,198.7247,52.8571,6607.1431,0,0,-0.0057,9.9504,0.6683,3.1683,273,0.5000,0.5000,1.0000,5.8000,shock_burst,0.4615,0.8929,1.2558,1.0416,0.9748,0.0000,0.0000,6290
43,118,LosAngeles_Small,train,FaithfulMAPPER,3600,8,155,85,0.5484,0.9097,0.0903,738.0823,369.0412,0.3225,0.9841,255.2917,472.0364,1105.2324,0.8659,24.1560,22.3791,837.4384,184.5407,30.6581,3832.2581,0,0,0.0072,4.9052,0.6755,0.7326,231,0.6028,0.3972,0.9935,12.1967,wave,0.3154,0.5600,1.1962,1.1850,0.9156,0.0000,34.2452,4752
43,119,LosAngeles_Small,train,MAPPO,3600,8,110,57,0.5182,0.9545,0.0455,753.9474,376.9737,0.2685,0.9842,241.5306,484.5952,1097.3625,0.9087,22.6343,21.8364,869.1481,206.3103,113.4182,14177.2725,0,0,-0.0002,7.3467,0.6607,2.6983,319,0.5429,0.4571,0.9914,12.1967,wave,0.2700,0.4980,1.2092,1.2458,0.9633,0.0000,22.0581,12476
43,120,Tokyo_Small,train,FaithfulMAPPER,3600,8,124,46,0.3710,0.9274,0.0726,740.1087,740.1087,0.1681,1.0000,231.3000,485.6250,1190.9972,1.0000,29.5160,26.9963,956.7689,211.5976,114.5161,14314.5166,0,0,-0.0539,9.6044,0.6728,0.4939,171,0.4000,0.6000,1.0000,5.8000,shock_burst,0.4607,0.9146,1.2142,1.3588,0.9274,0.0000,0.0000,14200
43,121,Tokyo_Small,train,MAPPO,3600,8,127,69,0.5433,0.9528,0.0472,847.2029,282.4010,0.4494,1.0002,247.8833,534.7000,1179.1084,0.9513,28.1369,26.1906,886.2332,222.7673,66.8189,8352.3623,0,0,-0.0033,8.6261,0.6615,2.9449,300,0.5702,0.4298,1.0000,5.8000,shock_burst,0.3630,0.6532,1.2034,1.1831,0.9528,0.0000,12.0616,8486
43,122,Kyoto_Small,train,FaithfulMAPPER,3600,8,149,73,0.4899,0.9799,0.0201,887.1370,887.1370,0.2168,0.9965,296.6094,711.6667,1059.1108,0.7141,19.6217,18.7193,838.9702,170.7943,153.1007,19137.5840,0,0,0.0386,12.7950,0.6727,0.4566,244,0.5000,0.5000,0.9933,6.5039,ramp_up_down,0.4931,0.9593,1.2575,1.3711,0.9797,1.0000,84.7872,22812
43,123,Kyoto_Small,train,MAPPO,3600,8,133,56,0.4211,0.9474,0.0526,784.7321,784.7321,0.1736,0.9944,261.3469,481.8095,1100.8818,0.8425,19.4979,17.9695,821.2240,168.6694,73.7594,9219.9248,0,0,0.0124,9.9209,0.6637,2.8693,364,0.4444,0.5556,0.9857,6.5039,ramp_up_down,0.3894,0.7060,1.2317,1.2714,0.9542,0.5000,41.1706,9810
43,124,LosAngeles_Small,train,FaithfulMAPPER,3600,8,131,55,0.4198,0.9466,0.0534,706.2909,706.2909,0.2489,1.0001,264.1400,437.9286,1174.6884,0.8894,23.6381,21.9095,887.5847,193.6993,201.2519,25156.4883,0,0,-0.0007,22.1398,0.6669,0.4904,191,0.4435,0.5565,1.0000,5.8000,shock_burst,0.3407,0.6110,1.2503,1.2738,0.9466,0.0000,29.2023,26364
43,125,LosAngeles_Small,train,MAPPO,3600,8,131,33,0.2519,0.9313,0.0687,774.5455,387.2727,0.2900,1.0004,263.5714,528.1071,1246.0211,0.9455,23.7533,21.3564,859.1561,197.8342,366.9542,45869.2734,0,0,0.0390,17.0322,0.6682,3.5205,292,0.2705,0.7295,1.0000,5.8000,shock_burst,0.3319,0.5842,1.2708,1.2885,0.9313,0.0000,14.3672,48071
43,126,Tokyo_Small,train,FaithfulMAPPER,3600,8,120,63,0.5250,0.9667,0.0333,1066.3492,533.1746,0.2702,0.9807,223.9811,773.5652,1022.9039,0.9134,28.5332,26.6167,866.4097,232.3003,97.6167,12202.0830,0,0,0.0613,5.4664,0.6657,0.4556,202,0.5431,0.4569,0.9833,9.5000,building_up,0.4927,0.8954,1.2632,1.4095,0.9746,0.5000,19.4003,11714
43,127,Tokyo_Small,train,MAPPO,3600,8,134,45,0.3358,0.9478,0.0522,768.0222,0.0000,0.1016,0.9936,212.6667,547.3143,1159.3630,1.0000,29.3557,25.5079,836.4262,207.6875,172.5821,21572.7617,0,0,-0.0082,10.1923,0.6708,3.0221,304,0.3543,0.6457,0.9855,9.5000,building_up,0.4135,0.7498,1.2596,0.9638,0.9545,0.5000,0.0000,23126
