seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,bbox_area_km2,convex_hull_km2,mean_pd_hav_m,mean_nn_pickup_m,compute_time_per_task_ms,compute_time_per_decision_us,pairing_violations,capacity_violations,actor_loss,critic_loss,entropy,adv_std,n_experiences,completion_per_accepted,unfinished_accept_rate,mean_congestion_at_decision,n_ghost_active_mean,congestion_profile,agent_completed_gini,agent_completed_std,mean_imp_accepted,mean_imp_refused,accept_rate_high_cong,accept_rate_low_cong,mean_extra_steps_per_task,peak_congestion,mean_overlap_edges,congestion_variance,route_congestion_exposure,max_agent_completed,min_agent_completed,total_fleet_distance_m,mean_agents_offered_per_task,mean_recall_rounds_per_task,mean_candidates_scored_per_task,value_throughput_rate,mean_completion_value,value_loss_to_refusal,mean_bpr_along_route,time_lost_to_congestion_steps,n_traversals_in_jam,marginal_cost_ratio_vs_oracle,mean_allocation_time_us,mean_tam_dijkstra_steps,wallclock_ms
42,20,Tokyo_Small,eval_normal_ramp,FaithfulMAPPER,3600,6,104,87,0.8365,0.9327,0.0673,570.8851,0.0000,0.1021,4.3224,246.4390,320.5977,1132.0784,0.9187,29.3286,27.4400,881.8679,237.4840,55.0481,9174.6797,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8969,0.1031,4.3137,618.6302,ramp_up_down,0.4424,0.8217,1.2049,1.3317,0.9327,0.0000,20.0233,24,550.4111,0.3092,0.8079,6,0,98490.8203,1.4904,0.2788,0.0000,0.8553,0.5189,1.1592,4.1474,57956.3008,45,1.0742,45657.1445,2.7019,5725
42,21,Tokyo_Small,eval_stress_shock,FaithfulMAPPER,3600,6,170,116,0.6824,0.8353,0.1647,560.7845,280.3922,0.3523,4.1711,240.1293,340.4841,1107.6394,0.9225,28.5064,25.3236,980.9901,84.8501,45.6588,7609.8037,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8169,0.1831,4.1503,513.2000,shock_burst,0.3183,0.5988,1.2432,1.2894,0.8353,0.0000,18.6014,28,439.0555,0.4814,0.6922,6,0,128486.1797,1.4059,0.5471,0.0000,0.6162,0.4826,6.1072,2.9539,64408.9141,42,1.3655,40363.4180,2.7588,7762
42,22,Tokyo_Small,eval_stress_shock,FaithfulMAPPER,3600,6,165,120,0.7273,0.8364,0.1636,646.1917,0.0000,0.1656,4.1812,262.7193,380.9655,1170.9669,0.8914,28.3004,24.4544,945.6064,91.3849,37.7030,6283.8384,1,0,0.0000,0.0000,0.0000,0.0000,0,0.8696,0.1304,4.1476,513.2000,shock_burst,0.3549,0.6496,1.2578,1.3183,0.8364,0.0000,28.5259,24,437.8531,0.4848,0.7004,7,0,140516.0312,1.3636,0.5697,0.0000,0.7383,0.5514,8.2972,2.7860,57012.8359,61,1.0286,30861.9570,2.8061,6221
42,23,Tokyo_Small,eval_stress_shock,FaithfulMAPPER,3600,6,162,118,0.7284,0.8210,0.1790,568.3305,568.3305,0.2919,4.1828,250.9825,314.5462,1072.8470,0.8549,27.2683,25.0128,882.9144,73.7908,35.4691,5911.5225,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8872,0.1128,4.1523,513.2000,shock_burst,0.3188,0.6308,1.2866,1.0793,0.8210,0.0000,36.4130,24,438.9353,0.4710,0.7589,6,0,126595.9531,1.3827,0.6111,0.0000,0.7876,0.5412,5.5628,3.2164,86728.6562,47,1.0944,29415.9570,2.6111,5746
42,24,Tokyo_Small,eval_stress_buildup,FaithfulMAPPER,3600,6,168,104,0.6190,0.7560,0.2440,591.4904,591.4904,0.1924,4.4788,274.7353,330.6487,1219.2626,0.8876,28.1834,23.5024,975.4734,64.7138,30.0119,5001.9839,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8189,0.1811,4.4475,883.7547,building_up,0.3201,0.6241,1.3072,1.1590,0.7560,0.0000,30.8828,32,761.6191,0.3634,0.7078,7,0,126803.3047,1.3036,0.7917,0.0000,0.7113,0.5979,7.0890,3.4829,82063.7734,70,1.1693,22371.6133,3.3571,5042
42,25,Tokyo_Small,eval_stress_buildup,FaithfulMAPPER,3600,6,198,129,0.6515,0.7323,0.2677,534.2325,0.0000,0.1130,4.4656,230.2937,293.0303,1010.1113,0.8772,26.8595,23.9111,758.4483,75.1989,27.7727,4628.7881,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8897,0.1103,4.4343,883.7547,building_up,0.2990,0.5447,1.2692,1.2074,0.7323,0.0000,28.2714,24,763.6866,0.3730,0.8088,6,0,130304.3516,1.2222,0.8990,0.0000,0.7284,0.4687,11.1486,4.2911,100805.5312,92,1.0000,21445.4805,3.1616,5499
42,26,Tokyo_Small,eval_stress_buildup,FaithfulMAPPER,3600,6,246,145,0.5894,0.6951,0.3049,546.7172,546.7172,0.2805,4.4738,252.5704,297.2905,1114.6652,0.8827,29.0603,25.6133,918.0183,62.0087,45.3415,7556.9106,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8480,0.1520,4.4581,883.7547,building_up,0.3004,0.5700,1.2367,1.2956,0.6951,0.0000,29.6374,24,763.8875,0.3577,0.7546,8,0,161626.4375,1.1504,0.9675,0.0000,0.6819,0.5093,13.8893,5.0615,161168.1719,97,1.1991,39874.0234,3.3821,11154
42,27,Tokyo_Small,eval_over_fleet,FaithfulMAPPER,3600,6,55,48,0.8727,0.9636,0.0364,479.4792,95.8958,0.9556,4.6673,223.0833,268.0566,980.9061,0.8794,28.0722,24.5414,773.6929,352.0241,113.4364,18906.0605,0,0,0.0000,0.0000,0.0000,0.0000,0,0.9057,0.0943,4.7394,1125.4863,wave,0.2826,0.6009,1.2286,1.2540,0.9636,0.0000,26.9021,28,935.3261,0.3590,0.8401,4,0,47083.4922,1.8727,0.1818,0.0000,0.8887,0.4789,0.3080,7.4111,65590.4297,40,1.6205,89480.7422,2.7273,6239
42,28,Tokyo_Small,eval_over_fleet,FaithfulMAPPER,3600,6,51,44,0.8627,0.9412,0.0588,539.0227,89.8371,1.0102,4.6624,244.3023,309.7391,1127.9661,0.9234,27.4802,23.4517,905.4388,366.3806,140.4314,23405.2285,0,0,0.0000,0.0000,0.0000,0.0000,0,0.9167,0.0833,4.7269,1125.4863,wave,0.3208,0.6772,1.2915,0.9728,0.9412,0.0000,18.7091,28,936.4233,0.3560,0.8224,5,0,49630.5039,1.5294,0.1765,0.0000,0.8846,0.5838,0.3968,5.7405,44792.0508,37,1.6629,115551.0234,2.0588,7162
42,29,Tokyo_Small,eval_over_fleet,FaithfulMAPPER,3600,6,52,42,0.8077,0.9615,0.0385,494.6667,98.9333,0.9562,4.6624,229.2857,285.5510,1004.2880,0.8760,27.6764,20.6823,813.7415,313.0189,122.2308,20371.7949,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8400,0.1600,4.7011,1125.4863,wave,0.3051,0.5624,1.2993,1.1351,0.9615,0.0000,28.4281,28,936.4344,0.3566,0.8731,3,0,42180.0938,1.8462,0.1538,0.0000,0.7701,0.4733,0.5431,5.3858,69092.4688,40,1.7335,99139.3281,2.6923,6356
