solver,city,scenario,episode,total_steps,n_agents,tasks_appeared,tasks_completed,tasks_refused,throughput_rate,accept_rate,latency_mean,latency_per_agent,mean_wait_steps,mean_trip_steps,mean_road_pd_m,mean_extra_steps_per_task,delivery_route_efficiency,total_fleet_distance_m,agent_utilisation,agent_completed_max,agent_completed_min,agent_completed_gini,agent_completed_std,mean_congestion,congestion_variance,peak_load,n_ghost_active_mean,mean_congestion_at_decision,mean_bpr_along_route,time_lost_to_congestion,n_traversals_in_jam,route_congestion_exposure,wallclock_ms,n_allocation_calls,compute_time_per_task_ms,compute_time_per_decision_us,n_replans,n_collisions_avoided,capacity_violations,pairing_violations
HybridAdaptivePredictive,Tokyo_Small,normal_wave,0,3600,6,105,19,0,0.180952,1,1560.84,260.14,1450.89,503.842,1118.69,0,0,54910.4,0.938056,5,2,0.168421,0.306892,4.65267,0.138805,28,1125.49,0,1,0,0,0,839036,105,7990.72,7.73934e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,normal_wave,1,3600,6,120,16,0,0.133333,1,842.312,140.385,1801.62,302.188,908.305,0,0,55656.2,0.895972,5,3,0.09375,0.176777,4.65193,0.142702,28,1125.49,0,1,0,0,0,750363,120,6252.93,6.0378e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,normal_ramp,0,3600,6,109,34,0,0.311927,1,1104,184,1115.62,410.912,1054.52,0,0,75169.3,0.94912,10,3,0.22549,0.415945,4.31408,0.103416,28,618.63,0,1,0,0,0,901948,109,8274.67,8.06899e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,normal_ramp,1,3600,6,92,31,0,0.336957,1,932.935,155.489,927.935,274.194,881.501,0,0,74694.8,0.932593,7,3,0.123656,0.234842,4.31842,0.102839,24,618.63,0,1,0,0,0,652086,92,7087.79,6.87886e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,stress_shock,0,3600,5,129,52,0,0.403101,1,1043.71,208.742,1001.08,332.731,806.443,0,0,67884.9,0.949056,15,6,0.192308,0.347221,4.20943,0.208392,24,513.2,0,1,0,0,0,840193,129,6513.05,6.40785e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,stress_shock,1,3600,5,162,53,0,0.327161,1,1290.43,258.087,1001.92,341.396,918.9,0,0,66142.9,0.973722,16,1,0.286792,0.53233,4.20353,0.213473,24,513.2,0,1,0,0,0,1030833,162,6363.1,6.26152e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,stress_buildup,0,3600,4,206,37,0,0.179612,1,1282.35,320.588,1370.41,679.054,969.086,0,0,45984.8,0.980903,17,4,0.277027,0.520577,4.4924,0.127123,36,883.755,0,1,0,0,0,1017195,206,4937.8,4.85472e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,stress_buildup,1,3600,4,202,33,0,0.163366,1,1109.15,277.288,1448.3,337.879,623.508,0,0,44236.8,0.975069,11,6,0.128788,0.232762,4.49153,0.12625,24,883.755,0,1,0,0,0,855780,202,4236.48,4.14706e+06,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,over_fleet,0,3600,60,49,44,0,0.897959,1,573.614,9.56023,213.886,371.136,1259.98,0,0,82634.7,0.127963,3,1,0.242947,0.508197,4.65024,0.134209,28,1125.49,0,1,0,0,0,876397,49,17885.3,1.7644e+07,0,0,0,0
HybridAdaptivePredictive,Tokyo_Small,over_fleet,1,3600,60,57,47,0,0.824561,1,632.404,10.5401,236.404,419.043,1092.93,0,0,85493.2,0.154824,3,1,0.203157,0.405932,4.64595,0.142762,24,1125.49,0,1,0,0,0,954373,57,16743.2,1.65091e+07,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,normal_wave,0,3600,6,102,19,0,0.186275,1,1752.11,292.018,2424.84,607.842,1071.73,0,0,60496.4,0.953426,5,2,0.184211,0.337007,4.62695,0.170125,28,631.469,0,1,0,0,0,304567,102,2662.56,2.56244e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,normal_wave,1,3600,6,103,32,0,0.31068,1,871.281,145.214,908.031,315.75,824.662,0,0,48869.9,0.860093,10,2,0.291667,0.526634,4.63915,0.153829,28,631.469,0,1,0,0,0,255509,103,2480.62,2.38166e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,normal_ramp,0,3600,6,97,39,0,0.402062,1,624.615,104.103,530.256,306.641,858.115,0,0,64394.9,0.865602,11,3,0.235043,0.423659,4.29586,0.105812,24,347.136,0,1,0,0,0,250510,97,2582.53,2.49131e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,normal_ramp,1,3600,6,110,44,0,0.4,1,1060.59,176.765,987.773,395.886,1000.3,0,0,79002.7,0.921343,9,3,0.151515,0.301511,4.28059,0.115503,24,347.136,0,1,0,0,0,322094,110,2928.08,2.83872e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,stress_shock,0,3600,5,158,50,0,0.316456,1,1156.34,231.268,1427.5,381.94,960.302,0,0,67602.1,0.981444,13,5,0.152,0.282843,4.12786,0.259375,24,288,0,1,0,0,0,409299,158,2590.46,2.54703e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,stress_shock,1,3600,5,144,40,0,0.277778,1,1192.12,238.425,1120.35,406.475,893.187,0,0,54873.1,0.9675,13,4,0.19,0.362284,4.14165,0.258867,24,288,0,1,0,0,0,289654,144,2011.44,1.96209e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,stress_buildup,0,3600,4,230,42,0,0.182609,1,1247.9,311.976,1157.55,503.643,849.658,0,0,40971.1,0.98375,15,4,0.22619,0.417855,4.46922,0.152156,28,495.862,0,1,0,0,0,393106,230,1709.13,1.67068e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,stress_buildup,1,3600,4,236,42,0,0.177966,1,1277.19,319.298,1453.45,357.095,782.048,0,0,48010.5,0.990208,12,8,0.0833333,0.157935,4.4603,0.170368,24,495.862,0,1,0,0,0,472611,236,2002.56,1.9644e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,over_fleet,0,3600,60,57,48,0,0.842105,1,422.875,7.04792,215.854,290.792,1069.14,0,0,82646.9,0.129102,4,1,0.244949,0.563656,4.61676,0.161573,24,631.469,0,1,0,0,0,287031,57,5035.53,4.91437e+06,0,0,0,0
HybridAdaptivePredictive,Kyoto_Small,over_fleet,1,3600,60,48,42,0,0.875,1,537.524,8.95873,276.69,314.214,1024.84,0,0,72555.2,0.130972,5,1,0.186147,0.589015,4.63369,0.139569,24,631.469,0,1,0,0,0,297034,48,6188.06,6.06891e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,normal_wave,0,3600,6,100,24,0,0.24,1,1514.21,252.368,1354.33,577.458,1131.11,0,0,63914.6,0.973333,6,2,0.180556,0.322749,4.6405,0.150529,28,944.367,0,1,0,0,0,505039,100,4934.58,4.77455e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,normal_wave,1,3600,6,107,19,0,0.17757,1,1091.53,181.921,1605.37,439.579,832.154,0,0,46191.5,0.924444,6,1,0.342105,0.616037,4.65218,0.136031,28,944.367,0,1,0,0,0,438959,107,4102.34,3.95929e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,normal_ramp,0,3600,6,99,34,0,0.343434,1,898.118,149.686,708.676,343.294,837.839,0,0,64483.6,0.871759,9,3,0.196078,0.348005,4.32206,0.0969095,24,519.094,0,1,0,0,0,614184,99,6203.79,6.04699e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,normal_ramp,1,3600,6,119,37,0,0.310924,1,960.676,160.113,1022.38,439,939.236,0,0,76138.9,0.890324,9,4,0.184685,0.342935,4.31742,0.0976184,24,519.094,0,1,0,0,0,766048,119,6437.31,6.29165e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,stress_shock,0,3600,5,191,56,0,0.293194,1,1107.04,221.407,1023.38,406.536,875.899,0,0,67598.7,0.962389,14,6,0.128571,0.248721,4.18922,0.225629,28,430,0,1,0,0,0,1108587,191,5804.07,5.72862e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,stress_shock,1,3600,5,156,51,0,0.326923,1,1080.08,216.016,1464.82,246.863,755.923,0,0,61797.5,0.973667,14,3,0.227451,0.435806,4.18376,0.225051,24,430,0,1,0,0,0,864661,156,5542.65,5.46314e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,stress_buildup,0,3600,4,234,52,0,0.222222,1,1097.9,274.476,1271.62,338.904,682.488,0,0,52955.5,0.977917,19,8,0.173077,0.312463,4.4877,0.129529,28,741.544,0,1,0,0,0,894411,234,3822.23,3.7581e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,stress_buildup,1,3600,4,198,46,0,0.232323,1,1276.61,319.152,1020.7,359.5,772.049,0,0,42742.3,0.974097,17,5,0.228261,0.414756,4.49839,0.126499,24,741.544,0,1,0,0,0,800791,198,4044.35,3.97973e+06,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,over_fleet,0,3600,60,53,45,0,0.849057,1,587.889,9.79815,295.689,378.689,1121.55,0,0,80711.6,0.139819,6,1,0.299588,0.69282,4.64262,0.142387,28,944.367,0,1,0,0,0,749000,53,14131.9,1.39225e+07,0,0,0,0
HybridAdaptivePredictive,LosAngeles_Small,over_fleet,1,3600,60,54,47,0,0.87037,1,450.34,7.50567,195.468,295.851,957.152,0,0,75338,0.131579,3,1,0.21742,0.449838,4.6441,0.136419,28,944.367,0,1,0,0,0,626502,54,11601.7,1.14059e+07,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,normal_wave,0,3600,6,130,31,0,0.238462,1,1187.52,197.919,1475.39,415.581,702.012,0,0,61100.6,0.93625,9,1,0.284946,0.504919,4.64948,0.142808,28,1191.7,0,1,0,0,0,823413,130,6155.6,5.98014e+06,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,normal_wave,1,3600,6,99,25,0,0.252525,1,1135.32,189.22,1018.4,261.64,756.217,0,0,54294.7,0.879722,9,1,0.433333,0.812896,4.65583,0.134837,28,1191.7,0,1,0,0,0,554054,99,5596.4,5.41466e+06,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,normal_ramp,0,3600,6,102,31,0,0.303922,1,937.484,156.247,1017.71,285.065,746.195,0,0,75294.2,0.938148,8,2,0.231183,0.409309,4.32094,0.098242,28,655.015,0,1,0,0,0,668905,102,6557.79,6.35732e+06,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,normal_ramp,1,3600,6,99,35,0,0.353535,1,849.514,141.586,682.371,388.771,836.771,0,0,56217.3,0.904769,10,3,0.171429,0.325764,4.32841,0.100072,24,655.015,0,1,0,0,0,582696,99,5885.71,5.70035e+06,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,stress_shock,0,3600,5,135,53,0,0.392593,1,1131.21,226.242,1222.98,243.755,661.917,0,0,61375.6,0.950278,16,7,0.158491,0.295932,4.22376,0.196372,24,543.2,0,1,0,0,0,865553,135,6411.43,6.30898e+06,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,stress_shock,1,3600,5,165,47,0,0.284848,1,1131.72,226.345,977,374.617,734.123,0,0,54207.3,0.972444,20,4,0.314894,0.615184,4.21102,0.211911,24,543.2,0,1,0,0,0,843639,165,5112.9,5.01188e+06,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,stress_buildup,0,3600,4,192,42,0,0.21875,1,1229.17,307.292,1112.5,494.81,961.454,0,0,51772.6,0.981111,14,8,0.107143,0.207567,4.49267,0.129997,24,935.74,0,1,0,0,0,825880,192,4301.4,4.21708e+06,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,stress_buildup,1,3600,4,248,29,0,0.116935,1,996.862,249.216,1289.52,267.034,718.757,0,0,42476.5,0.983819,9,6,0.0775862,0.150307,4.49452,0.128221,24,935.74,0,1,0,0,0,965977,248,3895.02,3.81572e+06,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,over_fleet,0,3600,60,49,43,0,0.877551,1,457.116,7.6186,201.465,284.628,903.585,0,0,65113.1,0.104111,4,1,0.238974,0.549349,4.65531,0.135579,36,1191.7,0,1,0,0,0,705547,49,14398.7,1.41561e+07,0,0,0,0
HybridAdaptivePredictive,NewYork_Small,over_fleet,1,3600,60,54,39,0,0.722222,1,506.538,8.44231,213.513,360.667,1091.07,0,0,73282.3,0.129231,3,1,0.163772,0.402164,4.64431,0.14903,24,1191.7,0,1,0,0,0,646135,54,11965.3,1.17297e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,normal_wave,0,3600,6,107,31,0,0.28972,1,1041.97,173.661,906.258,424.613,763.588,0,0,54706.9,0.981806,10,1,0.306452,0.574338,4.659,0.136967,28,1812.08,0,1,0,0,0,1370097,107,12480.9,1.21431e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,normal_wave,1,3600,6,93,29,0,0.311828,1,1214.34,202.391,1120.76,551.276,772.643,0,0,50451.9,0.918009,7,3,0.155172,0.278009,4.65933,0.134765,28,1812.08,0,1,0,0,0,1206206,93,12969.8,1.26366e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,normal_ramp,0,3600,6,92,41,0,0.445652,1,979.073,163.179,786.024,336.366,759.707,0,0,71985.6,0.919074,10,5,0.142276,0.259272,4.3404,0.0901421,28,995.954,0,1,0,0,0,1349045,92,14663.4,1.43083e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,normal_ramp,1,3600,6,95,45,0,0.473684,1,1029.62,171.604,941.244,371.2,790.437,0,0,73646.1,0.93162,13,4,0.218519,0.398144,4.33286,0.0946684,24,995.954,0,1,0,0,0,1604077,95,16884.8,1.65088e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,stress_shock,0,3600,5,144,58,0,0.402778,1,1340.59,268.117,1086.64,493.759,1095.2,0,0,65933,0.981944,15,8,0.124138,0.22214,4.24074,0.192569,24,825.8,0,1,0,0,0,2009746,144,13956.5,1.37421e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,stress_shock,1,3600,5,137,39,0,0.284672,1,986.308,197.262,699.436,460.615,787.369,0,0,54739.5,0.960667,14,2,0.287179,0.521718,4.24754,0.193375,28,825.8,0,1,0,0,0,1471538,137,10741,1.0481e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,stress_buildup,0,3600,4,216,56,0,0.259259,1,1258.73,314.683,1242.21,321.571,731.813,0,0,46786.4,0.970208,21,5,0.214286,0.410326,4.50689,0.118359,28,1422.85,0,1,0,0,0,2670445,216,12363.1,1.21663e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,stress_buildup,1,3600,4,222,33,0,0.148649,1,1427.58,356.894,1927.91,322.636,750.399,0,0,44117.2,0.989861,11,5,0.159091,0.289072,4.50016,0.124249,28,1422.85,0,1,0,0,0,3483789,222,15692.6,1.54721e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,over_fleet,0,3600,60,59,51,0,0.864407,1,651.608,10.8601,305.882,364.373,1030.96,0,0,79963.8,0.161519,5,1,0.301075,0.682623,4.65246,0.133363,32,1812.08,0,1,0,0,0,2076774,59,35199.2,3.46134e+07,0,0,0,0
HybridAdaptivePredictive,Paris_Small,over_fleet,1,3600,60,46,42,0,0.913043,1,421.429,7.02381,164.595,287.119,869.966,0,0,59887.5,0.100431,3,1,0.220033,0.465353,4.66408,0.125331,28,1812.08,0,1,0,0,0,1238835,46,26930.8,2.64271e+07,0,0,0,0
