solver,city,scenario,episode,total_steps,n_agents,tasks_appeared,tasks_completed,tasks_refused,throughput_rate,accept_rate,latency_mean,latency_per_agent,mean_wait_steps,mean_trip_steps,mean_road_pd_m,mean_extra_steps_per_task,delivery_route_efficiency,total_fleet_distance_m,agent_utilisation,agent_completed_max,agent_completed_min,agent_completed_gini,agent_completed_std,mean_congestion,congestion_variance,peak_load,n_ghost_active_mean,mean_congestion_at_decision,mean_bpr_along_route,time_lost_to_congestion,n_traversals_in_jam,route_congestion_exposure,wallclock_ms,n_allocation_calls,compute_time_per_task_ms,compute_time_per_decision_us,n_replans,n_collisions_avoided,capacity_violations,pairing_violations
FaithfulCongestionAware,Tokyo_Small,normal_wave,0,3600,6,81,18,0,0.222222,1,965.556,160.926,630.056,388.056,1089.64,0,0,49834,0.920926,5,2,0.2,0.376796,4.65605,0.133713,28,1125.49,0,1,0,0,0,45647,0,563.432,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,normal_wave,1,3600,6,79,9,0,0.113924,1,785.778,130.963,723.778,379.778,836.443,0,0,36951.3,0.945741,4,1,0.305556,0.57735,4.6576,0.136602,28,1125.49,0,1,0,0,0,13277,0,167.949,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,normal_ramp,0,3600,6,99,32,0,0.323232,1,985.844,164.307,891.719,231.094,854.735,0,0,76047.5,0.976296,7,3,0.166667,0.318689,4.31433,0.100499,24,618.63,0,1,0,0,0,81172,0,819.828,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,normal_ramp,1,3600,6,114,33,0,0.289474,1,922.333,153.722,875.97,180.061,708.47,0,0,72569,0.951435,8,4,0.146465,0.272727,4.31901,0.0965654,28,618.63,0,1,0,0,0,94153,0,825.825,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,stress_shock,0,3600,5,159,46,0,0.289308,1,943.348,188.67,867.935,153.413,666.274,0,0,67938.5,0.983667,13,4,0.182609,0.332545,4.20621,0.213933,24,513.2,0,1,0,0,0,201460,0,1266.99,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,stress_shock,1,3600,5,183,37,0,0.202186,1,782.189,156.438,724.081,161.973,649.864,0,0,59422.7,0.992444,10,4,0.172973,0.326569,4.20879,0.21459,24,513.2,0,1,0,0,0,175972,0,961.546,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,stress_buildup,0,3600,4,224,36,0,0.160714,1,800.528,200.132,765.917,157.306,443.068,0,0,47366.1,0.981597,10,7,0.0694444,0.136083,4.49694,0.126345,28,883.755,0,1,0,0,0,271368,0,1211.42,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,stress_buildup,1,3600,4,222,33,0,0.148649,1,1209.88,302.47,1081.79,200.212,735.286,0,0,48889.4,0.98625,10,6,0.0984849,0.179275,4.48814,0.128264,28,883.755,0,1,0,0,0,235087,0,1058.91,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,over_fleet,0,3600,60,44,38,0,0.863636,1,457.395,7.62325,191.789,299.684,1208.59,0,0,74442.9,0.105519,3,1,0.210526,0.434011,4.65216,0.13675,28,1125.49,0,1,0,0,0,149291,0,3392.77,0,0,0,0,0
FaithfulCongestionAware,Tokyo_Small,over_fleet,1,3600,60,56,50,0,0.892857,1,445.58,7.42633,220.44,275.96,1041.47,0,0,91802.3,0.132407,3,1,0.227879,0.463033,4.6404,0.147645,28,1125.49,0,1,0,0,0,170120,0,3037.7,0,0,0,0,0
