seed,solver,city,scenario,episode,total_steps,n_agents,tasks_appeared,tasks_completed,tasks_refused,throughput_rate,accept_rate,latency_mean,latency_per_agent,mean_wait_steps,mean_trip_steps,mean_road_pd_m,mean_extra_steps_per_task,delivery_route_efficiency,total_fleet_distance_m,agent_utilisation,agent_completed_max,agent_completed_min,agent_completed_gini,agent_completed_std,mean_congestion,congestion_variance,peak_load,n_ghost_active_mean,mean_congestion_at_decision,mean_bpr_along_route,time_lost_to_congestion,n_traversals_in_jam,route_congestion_exposure,wallclock_ms,n_allocation_calls,compute_time_per_task_ms,compute_time_per_decision_us,n_replans,n_collisions_avoided,capacity_violations,pairing_violations
43,FaithfulCongestionAware,Paris_Small,normal_ramp,1,3600,6,95,45,0,0.473684,1,869.222,144.87,808.156,212.378,803.604,0,0,78477.1,0.96287,11,4,0.166667,0.295647,4.33065,0.095522,24,995.954,0,1,0,0,0,192554,0,2026.73,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,stress_shock,0,3600,5,144,38,0,0.263889,1,780.053,156.011,678.526,202.289,803.659,0,0,63549.2,0.984778,9,5,0.105263,0.196929,4.24188,0.192193,24,825.8,0,1,0,0,0,231303,0,1606.15,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,stress_shock,1,3600,5,137,39,0,0.284672,1,769.333,153.867,639.462,183.641,587.61,0,0,55828.8,0.961222,11,6,0.112821,0.220572,4.24746,0.193495,28,825.8,0,1,0,0,0,204380,0,1491.71,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,stress_buildup,0,3600,4,216,39,0,0.180556,1,967.846,241.962,855.282,164.41,555.974,0,0,49543.2,0.987292,12,5,0.147436,0.293475,4.5054,0.120019,28,1422.85,0,1,0,0,0,542605,0,2511.99,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,stress_buildup,1,3600,4,222,29,0,0.130631,1,1116.31,279.078,1011.1,207.552,612.717,0,0,44864.9,0.993056,9,3,0.163793,0.343099,4.49986,0.125683,28,1422.85,0,1,0,0,0,415740,0,1872.63,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,over_fleet,0,3600,60,59,54,0,0.915254,1,596.204,9.93673,235.574,362.537,1057.76,0,0,92644.6,0.173657,4,1,0.237654,0.509175,4.65261,0.129505,32,1812.08,0,1,0,0,0,331599,0,5620.07,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,over_fleet,1,3600,60,46,42,0,0.913043,1,434.167,7.23611,197.238,290.333,856.79,0,0,62759.4,0.114505,3,1,0.222789,0.454257,4.66205,0.128055,28,1812.08,0,1,0,0,0,267672,0,5818.63,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,normal_wave,0,3600,6,81,18,0,0.222222,1,965.556,160.926,630.056,388.056,1089.64,0,0,49834,0.920926,5,2,0.2,0.376796,4.65605,0.133713,28,1125.49,0,1,0,0,0,45647,0,563.432,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,normal_wave,1,3600,6,79,9,0,0.113924,1,785.778,130.963,723.778,379.778,836.443,0,0,36951.3,0.945741,4,1,0.305556,0.57735,4.6576,0.136602,28,1125.49,0,1,0,0,0,13277,0,167.949,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,normal_ramp,0,3600,6,99,32,0,0.323232,1,985.844,164.307,891.719,231.094,854.735,0,0,76047.5,0.976296,7,3,0.166667,0.318689,4.31433,0.100499,24,618.63,0,1,0,0,0,81172,0,819.828,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,normal_ramp,1,3600,6,114,33,0,0.289474,1,922.333,153.722,875.97,180.061,708.47,0,0,72569,0.951435,8,4,0.146465,0.272727,4.31901,0.0965654,28,618.63,0,1,0,0,0,94153,0,825.825,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,stress_shock,0,3600,5,159,46,0,0.289308,1,943.348,188.67,867.935,153.413,666.274,0,0,67938.5,0.983667,13,4,0.182609,0.332545,4.20621,0.213933,24,513.2,0,1,0,0,0,201460,0,1266.99,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,stress_shock,1,3600,5,183,37,0,0.202186,1,782.189,156.438,724.081,161.973,649.864,0,0,59422.7,0.992444,10,4,0.172973,0.326569,4.20879,0.21459,24,513.2,0,1,0,0,0,175972,0,961.546,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,stress_buildup,0,3600,4,224,36,0,0.160714,1,800.528,200.132,765.917,157.306,443.068,0,0,47366.1,0.981597,10,7,0.0694444,0.136083,4.49694,0.126345,28,883.755,0,1,0,0,0,271368,0,1211.42,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,stress_buildup,1,3600,4,222,33,0,0.148649,1,1209.88,302.47,1081.79,200.212,735.286,0,0,48889.4,0.98625,10,6,0.0984849,0.179275,4.48814,0.128264,28,883.755,0,1,0,0,0,235087,0,1058.91,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,over_fleet,0,3600,60,44,38,0,0.863636,1,457.395,7.62325,191.789,299.684,1208.59,0,0,74442.9,0.105519,3,1,0.210526,0.434011,4.65216,0.13675,28,1125.49,0,1,0,0,0,149291,0,3392.77,0,0,0,0,0
44,FaithfulCongestionAware,Tokyo_Small,over_fleet,1,3600,60,56,50,0,0.892857,1,445.58,7.42633,220.44,275.96,1041.47,0,0,91802.3,0.132407,3,1,0.227879,0.463033,4.6404,0.147645,28,1125.49,0,1,0,0,0,170120,0,3037.7,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,normal_wave,0,3600,6,110,39,0,0.354545,1,961.718,160.286,885.667,222.59,749.778,0,0,71395.1,0.966528,10,5,0.132479,0.262742,4.62383,0.161895,28,631.469,0,1,0,0,0,46123,0,419.255,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,normal_wave,1,3600,6,118,40,0,0.338983,1,941.35,156.892,858.025,194.725,720.41,0,0,79782,0.969074,9,5,0.125,0.223607,4.61999,0.163097,24,631.469,0,1,0,0,0,54796,0,464.331,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,normal_ramp,0,3600,6,99,39,0,0.393939,1,1137.56,189.594,1064.1,207.974,838.647,0,0,76623.6,0.911296,8,4,0.115385,0.21299,4.29232,0.101938,24,347.136,0,1,0,0,0,39364,0,397.556,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,normal_ramp,1,3600,6,104,33,0,0.317308,1,949.273,158.212,773.364,234.303,924.103,0,0,74751.8,0.977037,8,4,0.116162,0.228783,4.27636,0.12277,28,347.136,0,1,0,0,0,40226,0,386.74,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,stress_shock,0,3600,5,129,41,0,0.317829,1,832.878,166.576,714.805,188.61,675.009,0,0,64087.6,0.977222,12,6,0.126829,0.248733,4.13737,0.256604,24,288,0,1,0,0,0,61424,0,476.116,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,stress_shock,1,3600,5,150,48,0,0.32,1,806.542,161.308,733.729,153.604,613.081,0,0,62649.3,0.959,15,7,0.15,0.299015,4.13989,0.24983,28,288,0,1,0,0,0,72164,0,481.06,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,stress_buildup,0,3600,4,238,30,0,0.12605,1,932.7,233.175,861.967,196.633,616.212,0,0,45169,0.987778,11,3,0.233333,0.426875,4.46974,0.147735,28,495.862,0,1,0,0,0,86752,0,364.487,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,stress_buildup,1,3600,4,244,23,0,0.0942623,1,1075.78,268.946,1005.26,218.957,709.112,0,0,37790.3,0.991736,10,3,0.228261,0.449743,4.4705,0.160449,28,495.862,0,1,0,0,0,85882,0,351.955,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,over_fleet,0,3600,60,54,51,0,0.944444,1,455.51,7.59183,191.51,308.314,1014.39,0,0,79409.9,0.129699,3,1,0.184693,0.363671,4.63158,0.131093,24,631.469,0,1,0,0,0,75135,0,1391.3,0,0,0,0,0
44,FaithfulCongestionAware,Kyoto_Small,over_fleet,1,3600,60,55,47,0,0.854545,1,438,7.3,195.362,285.319,946.972,0,0,72512.2,0.139509,3,1,0.240646,0.470015,4.62045,0.160376,28,631.469,0,1,0,0,0,77749,0,1413.53,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,normal_wave,0,3600,6,101,27,0,0.267327,1,1039.81,173.302,847.889,284.778,986.683,0,0,58525.4,0.929676,7,1,0.228395,0.42066,4.65082,0.142503,24,944.367,0,1,0,0,0,64410,0,637.653,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,normal_wave,1,3600,6,106,22,0,0.207547,1,1145.14,190.856,985.318,383.273,908.626,0,0,49869.9,0.926435,6,1,0.272727,0.48956,4.64861,0.140639,28,944.367,0,1,0,0,0,57815,0,545.358,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,normal_ramp,0,3600,6,104,39,0,0.375,1,1010.54,168.423,968.051,196.436,810.545,0,0,84921.4,0.969954,9,4,0.149573,0.262742,4.30063,0.106866,28,519.094,0,1,0,0,0,64822,0,623.212,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,normal_ramp,1,3600,6,114,43,0,0.377193,1,1122.95,187.159,948.837,210,775.886,0,0,76538.1,0.922963,11,4,0.189922,0.336205,4.31342,0.0984294,24,519.094,0,1,0,0,0,120664,0,1058.39,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,stress_shock,0,3600,5,159,50,0,0.314465,1,1081.4,216.28,919.84,173.6,669.344,0,0,70257.1,0.980944,13,5,0.136,0.268328,4.18374,0.224529,24,430,0,1,0,0,0,187212,0,1177.38,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,stress_shock,1,3600,5,174,39,0,0.224138,1,822.128,164.426,702.103,182.692,722.226,0,0,64016.4,0.977111,10,7,0.0717949,0.149512,4.18744,0.22126,24,430,0,1,0,0,0,148042,0,850.77,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,stress_buildup,0,3600,4,228,40,0,0.175439,1,780.9,195.225,713.65,131.575,516.728,0,0,48375.8,0.981528,14,2,0.2375,0.474342,4.49278,0.132432,24,741.544,0,1,0,0,0,185290,0,812.645,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,stress_buildup,1,3600,4,192,37,0,0.192708,1,795.946,198.986,655.595,183.405,572.956,0,0,49516.1,0.973125,12,6,0.141892,0.257821,4.49723,0.125073,24,741.544,0,1,0,0,0,172614,0,898.99,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,over_fleet,0,3600,60,57,51,0,0.894737,1,420.039,7.00065,167.961,281.569,943.072,0,0,82664.1,0.122269,4,1,0.217416,0.46442,4.63411,0.14986,28,944.367,0,1,0,0,0,139058,0,2439.49,0,0,0,0,0
44,FaithfulCongestionAware,LosAngeles_Small,over_fleet,1,3600,60,57,49,0,0.859649,1,540.449,9.00748,221,404.898,1260.65,0,0,98926.8,0.161894,3,1,0.21645,0.442438,4.62972,0.155541,28,944.367,0,1,0,0,0,145120,0,2545.82,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,normal_wave,0,3600,6,76,26,0,0.342105,1,1142,190.333,1050.96,258.538,969.611,0,0,67098.6,0.908518,6,1,0.205128,0.392232,4.65177,0.137663,28,1191.7,0,1,0,0,0,53199,0,699.868,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,normal_wave,1,3600,6,86,30,0,0.348837,1,835,139.167,602.6,286,714.244,0,0,56279.2,0.94963,9,2,0.3,0.57735,4.65071,0.140933,28,1191.7,0,1,0,0,0,56279,0,654.291,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,normal_ramp,0,3600,6,115,35,0,0.304348,1,787.143,131.19,635.857,201.714,808.655,0,0,78945.7,0.972685,9,5,0.125714,0.239046,4.31422,0.103089,24,655.015,0,1,0,0,0,114447,0,995.104,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,normal_ramp,1,3600,6,109,44,0,0.40367,1,824.159,137.36,678.045,195.523,800.934,0,0,82913.8,0.952454,10,5,0.128788,0.24478,4.31914,0.0967053,28,655.015,0,1,0,0,0,93008,0,853.183,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,stress_shock,0,3600,5,147,44,0,0.29932,1,858.75,171.75,781.909,164.955,617.127,0,0,65402,0.984444,11,6,0.127273,0.231774,4.21186,0.212225,28,543.2,0,1,0,0,0,195569,0,1330.33,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,stress_shock,1,3600,5,177,40,0,0.225989,1,854.575,170.915,881.4,145.45,575.656,0,0,64200.9,0.992056,10,6,0.08,0.158114,4.20742,0.207438,24,543.2,0,1,0,0,0,171026,0,966.198,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,stress_buildup,0,3600,4,232,48,0,0.206897,1,674.125,168.531,550.375,128.979,461.498,0,0,52333.6,0.982292,15,7,0.125,0.25,4.4989,0.125072,28,935.74,0,1,0,0,0,362707,0,1563.35,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,stress_buildup,1,3600,4,216,39,0,0.180556,1,739.462,184.865,682.205,122.59,517.8,0,0,50157,0.985347,15,6,0.185897,0.343054,4.49185,0.128145,24,935.74,0,1,0,0,0,225854,0,1045.57,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,over_fleet,0,3600,60,45,40,0,0.888889,1,461.25,7.6875,146.475,326.425,883.167,0,0,57664.7,0.123056,3,1,0.209259,0.425735,4.65866,0.130132,28,1191.7,0,1,0,0,0,127446,0,2831.91,0,0,0,0,0
44,FaithfulCongestionAware,NewYork_Small,over_fleet,1,3600,60,53,51,0,0.962264,1,470.902,7.84837,157.353,354.549,1176.29,0,0,80940.1,0.12231,3,1,0.214006,0.444541,4.65346,0.124246,28,1191.7,0,1,0,0,0,171965,0,3244.45,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,normal_wave,0,3600,6,107,39,0,0.364486,1,1000,166.667,891.308,229.846,736.984,0,0,66485.5,0.971944,11,4,0.183761,0.352506,4.65663,0.137597,32,1812.08,0,1,0,0,0,228370,0,2134.16,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,normal_wave,1,3600,6,107,24,0,0.224299,1,923.292,153.882,761.75,211.792,718.127,0,0,45669.6,0.956898,7,2,0.2,0.35843,4.66343,0.131542,28,1812.08,0,1,0,0,0,72080,0,673.505,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,normal_ramp,0,3600,6,100,31,0,0.31,1,923.806,153.968,828.323,185.226,721.444,0,0,67991.8,0.912083,9,2,0.22043,0.409309,4.33848,0.0905872,28,995.954,0,1,0,0,0,132527,0,1325.08,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,normal_ramp,1,3600,6,107,39,0,0.364486,1,954.282,159.047,763.769,210.641,785.627,0,0,78766,0.968657,10,3,0.200855,0.363524,4.33311,0.095462,24,995.954,0,1,0,0,0,152660,0,1426.59,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,stress_shock,0,3600,5,123,39,0,0.317073,1,830.872,166.174,743.744,198.103,753.428,0,0,68079.1,0.977278,10,7,0.0717949,0.149512,4.24249,0.191712,24,825.8,0,1,0,0,0,255072,0,2073.63,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,stress_shock,1,3600,5,137,36,0,0.262774,1,761.111,152.222,576.167,184.944,720.66,0,0,56857.7,0.960333,9,4,0.144444,0.269316,4.24525,0.195967,28,825.8,0,1,0,0,0,212174,0,1548.61,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,stress_buildup,0,3600,4,244,31,0,0.127049,1,1223.48,305.871,1144.42,151.871,499.402,0,0,43243.1,0.987847,10,4,0.169355,0.320964,4.50749,0.118899,28,1422.85,0,1,0,0,0,539665,0,2211.68,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,stress_buildup,1,3600,4,228,36,0,0.157895,1,1068.64,267.16,971.611,142.167,519.161,0,0,50838.6,0.989375,13,6,0.166667,0.30429,4.50402,0.120656,28,1422.85,0,1,0,0,0,492601,0,2160.46,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,over_fleet,0,3600,60,53,51,0,0.962264,1,578.941,9.64902,185.235,395.255,1033.86,0,0,76633.3,0.147204,3,1,0.196078,0.425088,4.66216,0.124639,28,1812.08,0,1,0,0,0,286160,0,5398.94,0,0,0,0,0
44,FaithfulCongestionAware,Paris_Small,over_fleet,1,3600,60,52,48,0,0.923077,1,598.562,9.97604,243.667,362.375,1076.97,0,0,83819.9,0.154528,4,1,0.234069,0.572822,4.65922,0.125941,28,1812.08,0,1,0,0,0,305359,0,5872,0,0,0,0,0
