seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,bbox_area_km2,convex_hull_km2,mean_pd_hav_m,mean_nn_pickup_m,compute_time_per_task_ms,compute_time_per_decision_us,pairing_violations,capacity_violations,actor_loss,critic_loss,entropy,adv_std,n_experiences,completion_per_accepted,unfinished_accept_rate,mean_congestion_at_decision,n_ghost_active_mean,congestion_profile,agent_completed_gini,agent_completed_std,mean_imp_accepted,mean_imp_refused,accept_rate_high_cong,accept_rate_low_cong,mean_extra_steps_per_task,peak_congestion,mean_overlap_edges,congestion_variance,route_congestion_exposure,max_agent_completed,min_agent_completed,total_fleet_distance_m,mean_agents_offered_per_task,mean_recall_rounds_per_task,mean_candidates_scored_per_task,value_throughput_rate,mean_completion_value,value_loss_to_refusal,mean_bpr_along_route,time_lost_to_congestion_steps,n_traversals_in_jam,marginal_cost_ratio_vs_oracle,mean_allocation_time_us,mean_tam_dijkstra_steps,wallclock_ms
42,0,Paris_Small,generalize_normal_wave,MAPPO,3600,6,120,86,0.7167,1.0000,0.0000,661.1512,220.3837,0.6032,4.6608,230.2632,419.0580,935.3073,0.8124,24.2071,21.4018,756.3325,216.4633,634.2000,105700.0000,0,0,0.0000,0.0000,0.0000,0.0000,0,0.7167,0.2833,4.6976,1812.0836,wave,0.2922,0.5191,1.2502,0.0000,1.0000,0.0000,43.2017,28,1507.7667,0.3622,0.9616,10,1,80436.4297,3.5000,0.0000,3.5000,0.7524,0.4859,0.0000,7.6907,90360.6094,81,1.6735,615087.4375,6.5917,76104
42,1,Paris_Small,generalize_normal_wave,MAPPO,3600,6,98,72,0.7347,1.0000,0.0000,603.2361,201.0787,0.5061,4.6594,230.1719,405.7500,980.1630,0.8517,23.4452,22.0896,762.0885,200.2465,418.7143,69785.7109,0,0,0.0000,0.0000,0.0000,0.0000,0,0.7347,0.2653,4.6474,1812.0836,wave,0.3256,0.5921,1.2555,0.0000,1.0000,0.0000,34.1393,28,1506.6208,0.3705,0.8998,9,1,70571.7422,3.2347,0.0000,3.2347,0.8156,0.5427,0.0000,6.5348,66975.0234,50,2.1687,385819.8438,5.2245,41034
42,2,Paris_Small,generalize_normal_ramp,MAPPO,3600,6,98,67,0.6837,1.0000,0.0000,709.8806,354.9403,0.3966,4.3451,275.8524,429.5263,1329.6063,0.9640,23.3383,22.5702,972.4423,246.8837,488.5918,81431.9766,0,0,0.0000,0.0000,0.0000,0.0000,0,0.6837,0.3163,4.3958,995.9542,ramp_up_down,0.2900,0.5270,1.2766,0.0000,1.0000,0.0000,9.9312,24,880.9219,0.2960,0.8218,7,1,89083.6250,3.7143,0.0000,3.7143,0.7649,0.7054,0.0000,3.8139,35049.4258,37,2.0086,467666.2812,4.9898,47882
42,3,Paris_Small,generalize_normal_ramp,MAPPO,3600,6,113,84,0.7434,1.0000,0.0000,629.5357,314.7679,0.3906,4.3398,233.0649,445.2703,929.4972,0.7976,24.0503,21.5840,820.7615,206.6977,412.6283,68771.3828,0,0,0.0000,0.0000,0.0000,0.0000,0,0.7434,0.2566,4.3718,995.9542,ramp_up_down,0.2568,0.4611,1.2229,0.0000,1.0000,0.0000,47.1655,24,882.0778,0.3003,0.9143,8,1,78077.7656,3.5752,0.0000,3.5752,0.7057,0.4724,0.0000,3.5413,43528.5977,51,1.3232,393701.1250,4.6991,46627
42,4,Paris_Small,generalize_stress_shock,MAPPO,3600,6,156,113,0.7244,1.0000,0.0000,720.8141,360.4071,0.4315,4.2268,236.1400,463.8100,947.3645,0.8024,22.8903,21.2618,796.2742,74.5332,340.9167,56819.4453,1,0,0.0000,0.0000,0.0000,0.0000,0,0.7244,0.2756,4.1965,825.8000,shock_burst,0.4622,0.8539,1.3467,0.0000,1.0000,0.0000,46.6671,24,700.6622,0.4466,0.8914,10,0,107052.1875,4.2179,0.0000,4.2179,0.7179,0.5387,0.0000,3.0599,47184.4023,45,1.1282,328676.8125,4.5000,53183
42,5,Paris_Small,generalize_stress_shock,MAPPO,3600,6,167,150,0.8982,1.0000,0.0000,538.7400,269.3700,0.4019,4.2174,236.9643,333.0992,867.4075,0.7321,22.6824,20.0441,718.4423,50.9022,223.3832,37230.5391,1,0,0.0000,0.0000,0.0000,0.0000,0,0.8982,0.1018,4.1964,825.8000,shock_burst,0.3208,0.5991,1.2509,0.0000,1.0000,0.0000,63.4828,28,701.3383,0.4545,0.9686,8,0,130111.1172,4.1138,0.0000,4.1138,0.8641,0.4304,0.0000,3.7881,64777.9141,69,1.0161,212318.4688,3.8862,37305
42,6,Paris_Small,generalize_stress_buildup,MAPPO,3600,6,200,156,0.7800,1.0000,0.0000,632.9872,316.4936,0.3497,4.4901,251.4733,377.5071,988.2751,0.7860,22.2492,20.8412,818.8173,26.0803,212.9350,35489.1680,0,0,0.0000,0.0000,0.0000,0.0000,0,0.7800,0.2200,4.4584,1422.8550,building_up,0.3887,0.7237,1.2490,0.0000,1.0000,0.0000,53.8183,24,1224.3353,0.3505,0.9309,9,0,154170.9219,4.2250,0.0000,4.2250,0.7746,0.5180,0.0000,5.2918,130120.9922,132,1.0000,198991.8438,4.0000,42587
42,7,Paris_Small,generalize_stress_buildup,MAPPO,3600,6,198,165,0.8333,1.0000,0.0000,599.0303,599.0303,0.3138,4.4830,250.3268,329.3542,1022.3063,0.8168,23.3673,20.3498,883.0817,36.7178,237.6667,39611.1094,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8333,0.1667,4.4633,1422.8550,building_up,0.3007,0.5456,1.2140,0.0000,1.0000,0.0000,45.8655,28,1225.3809,0.3564,0.8562,7,0,168680.5312,4.3636,0.0000,4.3636,0.7548,0.4799,0.0000,4.2733,101473.4844,119,1.1637,223287.7188,3.6162,47058
42,8,Paris_Small,generalize_over_fleet,MAPPO,3600,6,56,50,0.8929,1.0000,0.0000,437.0000,87.4000,0.8898,4.6701,232.2600,220.4615,1001.1818,0.8621,23.4140,21.5753,787.9752,333.2325,1290.6428,215107.1406,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8929,0.1071,4.7508,1812.0836,wave,0.2920,0.6261,1.2346,0.0000,1.0000,0.0000,32.0236,28,1504.1586,0.3563,0.9220,4,1,50059.0898,3.7500,0.0000,3.7500,0.9020,0.4944,0.0000,4.8548,36081.2031,37,1.7524,1243662.0000,4.0357,72276
42,9,Paris_Small,generalize_over_fleet,MAPPO,3600,6,54,46,0.8519,1.0000,0.0000,505.2826,101.0565,0.9036,4.6688,256.9778,243.2174,1090.9834,0.8491,23.7895,21.3020,822.8265,318.7397,1236.2037,206033.9531,0,0,0.0000,0.0000,0.0000,0.0000,0,0.8519,0.1481,4.6819,1812.0836,wave,0.3160,0.7300,1.2436,0.0000,1.0000,0.0000,38.7811,28,1504.9417,0.3534,0.8875,5,0,50185.2344,3.6667,0.0000,3.6667,0.9400,0.6016,0.0000,7.3201,62793.2461,43,1.5555,1190506.6250,3.4630,66755
